id;"nombreEvento	";"categoriaEvento	";"tipoEvento	";codigoEvento
40;OPEN DAY POSGRADOS 2014-1;Académicos;ACAD;EVN-0003099
784;Tributación y Ética. El impacto de la Ley 1607 de 2012;Charlas Volver a los Andes 5, Oculta;ACAD;EVN-0003663
149;Lanzamiento Encuesta Longitudinal Colombiana de la Universidad de los Andes - ELCA;Académicos;OTRO;EVN-0000788
690;1er Festival de teatro de Los Andes - Una aventura clown;Otros;CULT;EVN-0000440
1086;SesiÃ³n Individual;PrÃ¡ctica Profesional;CTP;CTP-000201620
737;Concierto Orquesta Sinfonica Brahms Variaciones sobre un te ma de Haydn;Culturales;CULT;EVN-0003409
827;FIESTA DE NAVIDAD PARA HIJOS D E PROFESORES Y EMPLEADOS;Otros;OTRO;EVN-0004557
139;VOLVER A LOS ANDES 3;Egresados;SOCI;EVN-0002406
560;¿Cómo Estudiar en el Exterior?: Convocatoria de Intercambios 2013-1;Académicos;OTRO;EVN-0002031
1082;SesiÃ³n Individual;PrÃ¡ctica Profesional;CTP;CTP-000201619
216;CONVERSATORIO: ¿HACIA DÓNDE VA EL CONFLICTO ARMADO COLOMBIANO?;Otros;ACAD;EVN-0000643
154;Concierto Orquesta Sinfonica Mendelssohn VaughanWilliams Bee thoven;Culturales;CULT;EVN-0003439
98;Temporada de conciertos 2009 -2 Orquesta de los Andes;Culturales;CULT;EVN-0000040
325;Danza tradicional coreana;Otros;OTRO;EVN-0000259
699;Oportunidades para los niños colombianos cuanto avanzamos en esta decada;Académicos;ACAD;EVN-0003901
88;Seminarios de Investigación EGOB - Reflexiones sobre las teorías (económicas) de la justicia;Académicos;ACAD;EVN-0001467
725;Conversatorios Presidenciales 2010 GUSTAVO PETRO;Académicos;ACAD;EVN-0003474
376;Óperas Mozart - Eccles;Culturales;CULT;EVN-0002440
679;Concierto Orquesta de Los Andes;Académicos;CULT;EVN-0001655
646;La boda de los pequeñoburgueses;Culturales;CULT;EVN-0003786
2;Taller Lagom ?r b?st El secreto sueco para la innovaci?n y la creatividad;Acad?micos;ACAD;EVN-0006808
538;Presentación Corporativa Intel Tecnología de Colombia;Egresados, Institucionales;SOCI;EVN-0002558
509;Conferencia: El problema del método penal;Académicos;ACAD;EVN-0001914
1037;SERHIY SALOV - PIANO;Culturales;CULT;EVN-0004219
727;Cierre y Premiación Olimpiadas Internas 2012;Deportivos;DEPO;EVN-0002115
430;?Sara Dice? Teatro Petra;Culturales;CULT;EVN-0002612
723;Seoul Ballet Theatre: Communique;Culturales;CULT;EVN-0003607
446;Debate de candidatos a la Alcaldia de Bogota;Otros;OTRO;EVN-0003347
242;Orquesta de los Andes;Culturales;CULT;EVN-0002096
642;Encuentros Facultad de Ciencias Sociales;Académicos;ACAD;EVN-0003549
1003;Primer Congreso Internacional y Cuarto Foro de las Américas sobre Factores Psicosociales, Estrés y Salud en el Trabajo - CIFA 2012;Académicos;ACAD;EVN-0002041
525;¿Cómo estudiar en el exterior?: Estudiar en Francia hoy;Académicos;ACAD;EVN-0001612
980;Oportunidades de Becas y Estudios en Taiwán;Académicos;OTRO;EVN-0002302
357;Conversatorios Presidenciales 2010 - GUSTAVO PETRO;Otros;ACAD;EVN-0000157
271;Lanzamiento del disco Música Sinfónica de Colombia Vol. I;Culturales;CULT;EVN-0000754
