asistencia;inscripcion;idEgresado;idEvento;idFechaInicio;idFechaFin;idUnidadAcademica;idPerfilPractica;idPerfilPersonal;idPerfilGrado
0;1;-1;673;5;5;2;-1;-1;-1
0;1;-1;323;228;228;36;-1;-1;-1
1;1;-1;327;79;79;1;-1;-1;-1
1;1;-1;473;203;203;1;-1;-1;-1
1;1;-1;433;166;166;2;-1;-1;-1
0;1;-1;142;90;90;3;-1;-1;-1
0;1;895;375;216;216;3;-1;5886;-1
0;1;895;125;108;108;6;-1;5886;-1
0;1;895;284;205;205;19;-1;5886;-1
0;1;895;303;216;216;2;-1;5886;-1
1;1;1425;4;4;4;2;-1;6294;-1
0;1;-1;833;65;65;2;-1;-1;-1
0;1;-1;325;95;95;1;-1;-1;-1
1;1;-1;844;77;77;2;-1;-1;-1
0;1;-1;570;51;51;8;-1;-1;-1
0;1;-1;499;43;43;27;-1;-1;-1
0;1;-1;39;39;39;3;-1;-1;-1
0;1;-1;706;199;199;1;-1;-1;-1
0;1;-1;988;5;5;2;-1;-1;-1
1;1;-1;358;249;249;2;-1;-1;-1
0;1;218;171;139;139;1;-1;-1;-1
1;1;218;639;382;382;2;-1;-1;-1
0;1;-1;433;166;166;2;-1;-1;-1
0;1;2259;864;463;463;27;-1;6990;1594
0;1;-1;234;178;178;1;-1;-1;-1
0;1;-1;32;33;33;1;-1;-1;-1
0;1;-1;685;142;142;2;-1;-1;-1
1;1;-1;428;293;293;30;-1;-1;-1
1;1;-1;826;450;449;2;-1;-1;-1
1;1;-1;416;285;285;2;-1;-1;-1
0;1;-1;321;227;227;1;-1;-1;-1
0;1;-1;3;3;3;2;-1;-1;-1
1;1;-1;765;217;40;2;-1;-1;-1
0;1;-1;289;210;210;2;-1;-1;-1
0;1;-1;677;393;93;2;-1;-1;-1
1;1;-1;766;281;281;2;-1;-1;-1
0;1;-1;662;127;127;2;-1;-1;-1
1;1;-1;725;407;407;1;-1;-1;-1
0;1;-1;1053;508;507;66;-1;-1;-1
0;1;-1;1052;508;507;66;-1;-1;-1
0;1;-1;1051;508;507;66;-1;-1;-1
0;1;-1;1054;508;507;66;-1;-1;-1
0;1;-1;19;21;21;2;-1;-1;-1
0;1;-1;160;132;132;3;-1;-1;-1
1;1;-1;348;240;240;2;-1;-1;-1
0;1;-1;391;269;269;1;-1;-1;-1
0;1;-1;749;198;198;1;-1;-1;-1
0;1;-1;504;227;227;3;-1;-1;-1
0;1;-1;821;60;60;29;-1;-1;-1
0;1;-1;297;214;214;31;-1;-1;-1
0;1;-1;145;122;122;22;-1;-1;-1
0;1;-1;320;226;226;1;-1;-1;-1
0;1;-1;27;29;29;2;-1;-1;-1
0;1;-1;604;373;373;32;-1;-1;-1
1;1;-1;54;47;47;2;-1;-1;-1
0;1;-1;458;28;28;1;-1;-1;-1
1;1;-1;354;245;245;38;-1;-1;-1
1;1;-1;805;435;435;2;-1;-1;-1
1;1;-1;699;401;401;2;-1;-1;-1
0;1;2197;727;408;408;1;-1;6940;-1
0;1;2197;117;100;100;1;-1;6940;-1
0;1;-1;137;117;117;5;-1;-1;-1
0;1;-1;514;157;157;2;-1;-1;-1
0;1;-1;193;157;157;1;-1;-1;-1
0;1;-1;300;105;105;3;-1;-1;-1
1;1;-1;881;34;34;2;-1;-1;-1
0;1;-1;663;225;225;2;-1;-1;-1
0;1;-1;753;6;6;31;-1;-1;-1
1;1;-1;977;301;301;2;-1;-1;-1
0;1;-1;613;374;374;54;-1;-1;-1
1;1;-1;306;78;78;2;-1;-1;-1
1;1;-1;302;83;83;35;-1;-1;-1
0;1;-1;828;80;80;2;-1;-1;-1
0;1;-1;46;45;45;1;-1;-1;-1
0;1;-1;944;186;186;1;-1;-1;-1
0;1;-1;136;116;116;2;-1;-1;-1
0;1;-1;374;257;257;10;-1;-1;-1
0;1;-1;304;118;118;3;-1;-1;-1
1;1;-1;579;355;355;2;-1;-1;-1
0;1;-1;234;179;179;1;-1;-1;-1
0;1;-1;57;49;49;9;-1;-1;-1
0;1;-1;8;9;9;3;-1;-1;-1
0;1;-1;680;29;29;2;-1;-1;-1
0;1;-1;244;185;185;34;-1;-1;-1
0;1;-1;176;89;89;3;-1;-1;-1
1;1;-1;94;81;81;1;-1;-1;-1
0;1;-1;327;79;79;1;-1;-1;-1
0;1;-1;690;83;83;2;-1;-1;-1
0;1;-1;167;17;17;3;-1;-1;-1
1;1;-1;8;9;9;3;-1;-1;-1
0;1;-1;375;257;257;10;-1;-1;-1
0;1;-1;83;72;72;7;-1;-1;-1
1;1;-1;200;161;161;3;-1;-1;-1
0;1;-1;459;313;313;5;-1;-1;-1
0;1;-1;286;206;206;2;-1;-1;-1
0;1;-1;149;123;123;23;-1;-1;-1
0;1;-1;836;199;199;1;-1;-1;-1
0;1;-1;557;230;230;50;-1;-1;-1
1;1;-1;397;273;273;2;-1;-1;-1
0;1;-1;308;219;219;3;-1;-1;-1
0;1;-1;746;415;415;3;-1;-1;-1
0;1;1617;315;223;223;5;-1;6454;-1
0;1;-1;697;398;398;3;-1;-1;-1
0;1;-1;632;378;377;2;-1;-1;-1
1;1;-1;1053;508;507;65;-1;-1;-1
1;1;-1;1050;508;507;65;-1;-1;-1
0;1;-1;662;259;259;2;-1;-1;-1
0;1;-1;171;140;140;27;-1;-1;-1
0;1;-1;259;193;193;1;-1;-1;-1
1;1;-1;477;40;40;2;-1;-1;-1
1;1;-1;1024;5;5;2;-1;-1;-1
0;1;-1;357;248;248;3;-1;-1;-1
0;1;-1;165;136;136;25;-1;-1;-1
0;1;-1;167;137;137;25;-1;-1;-1
1;1;-1;375;216;216;3;-1;-1;-1
0;1;24;574;365;365;27;-1;5194;-1
1;1;24;4;4;4;2;-1;5194;-1
0;1;-1;635;380;380;8;-1;-1;-1
1;1;-1;107;91;91;16;-1;-1;-1
1;1;-1;724;91;91;2;-1;-1;-1
1;1;-1;957;265;265;38;-1;-1;-1
0;1;-1;418;287;287;7;-1;-1;-1
0;1;1902;736;411;411;3;-1;6695;-1
1;1;1902;872;45;45;2;-1;6695;-1
1;1;1902;645;386;13;2;-1;6695;-1
0;1;1902;225;126;126;5;-1;6695;-1
0;1;1902;122;105;105;2;-1;6695;-1
0;1;1902;328;231;231;3;-1;6695;-1
0;1;-1;197;84;84;1;-1;-1;-1
0;1;-1;567;360;360;3;-1;-1;-1
0;1;-1;105;89;89;3;-1;-1;-1
0;1;-1;793;438;438;1;-1;-1;-1
0;1;-1;247;130;130;2;-1;-1;-1
0;1;-1;157;130;130;5;-1;-1;-1
0;1;-1;406;57;57;5;-1;-1;-1
0;1;-1;84;73;73;2;-1;-1;-1
0;1;-1;91;77;77;15;-1;-1;-1
0;1;-1;188;152;152;1;-1;-1;-1
0;1;-1;344;112;112;5;-1;-1;-1
1;1;-1;356;247;247;2;-1;-1;-1
0;1;-1;586;40;40;2;-1;-1;-1
0;1;-1;797;91;91;2;-1;-1;-1
1;1;-1;386;266;266;2;-1;-1;-1
1;1;-1;941;486;486;2;-1;-1;-1
0;1;-1;467;40;40;2;-1;-1;-1
0;1;1548;125;108;108;6;-1;6390;-1
1;1;1548;639;382;382;2;-1;6390;-1
0;1;216;688;129;129;2;-1;5346;-1
0;1;216;241;184;184;5;-1;5346;-1
1;1;-1;181;148;148;3;-1;-1;-1
0;1;-1;400;43;43;1;-1;-1;-1
0;1;-1;61;53;53;6;-1;-1;-1
1;1;-1;422;290;290;2;-1;-1;-1
0;1;-1;331;193;193;2;-1;-1;-1
0;1;-1;18;20;20;2;-1;-1;-1
1;1;-1;659;192;192;3;-1;-1;-1
0;1;-1;174;142;142;1;-1;-1;-1
0;1;-1;902;328;328;1;-1;-1;-1
1;1;-1;257;193;193;3;-1;-1;-1
0;1;-1;44;43;43;2;-1;-1;-1
0;1;-1;215;27;27;3;-1;-1;-1
0;1;-1;629;28;28;1;-1;-1;-1
0;1;2019;241;184;184;5;-1;-1;-1
0;1;-1;198;147;147;1;-1;-1;-1
0;1;-1;990;48;48;2;-1;-1;-1
1;1;-1;578;367;367;38;-1;-1;-1
1;1;-1;808;241;241;38;-1;-1;-1
0;1;-1;190;154;154;1;-1;-1;-1
0;1;-1;99;70;70;7;-1;-1;-1
0;1;-1;485;40;40;2;-1;-1;-1
1;1;-1;301;215;215;3;-1;-1;-1
0;1;-1;253;191;191;2;-1;-1;-1
1;1;-1;177;144;144;2;-1;-1;-1
1;1;-1;174;142;142;1;-1;-1;-1
0;1;-1;423;291;291;1;-1;-1;-1
0;1;-1;49;44;44;3;-1;-1;-1
0;1;-1;950;66;66;2;-1;-1;-1
0;1;-1;465;40;40;2;-1;-1;-1
1;1;-1;568;361;361;13;-1;-1;-1
1;1;-1;131;113;113;1;-1;-1;-1
0;1;-1;460;313;313;5;-1;-1;-1
0;1;-1;100;86;86;3;-1;-1;-1
1;1;-1;885;401;401;2;-1;-1;-1
1;1;-1;546;352;352;13;-1;-1;-1
1;1;-1;466;316;316;2;-1;-1;-1
1;1;-1;888;473;473;39;-1;-1;-1
1;1;-1;355;246;246;39;-1;-1;-1
1;1;-1;160;132;132;3;-1;-1;-1
0;1;-1;332;232;232;31;-1;-1;-1
1;1;-1;70;61;61;1;-1;-1;-1
1;1;-1;887;472;472;2;-1;-1;-1
1;1;-1;474;203;203;1;-1;-1;-1
1;1;-1;436;298;298;2;-1;-1;-1
1;1;-1;889;464;464;13;-1;-1;-1
1;1;-1;21;23;23;2;-1;-1;-1
1;1;-1;185;23;23;2;-1;-1;-1
0;1;-1;232;177;177;1;-1;-1;-1
1;1;-1;387;249;249;2;-1;-1;-1
0;1;-1;154;72;72;1;-1;-1;-1
0;1;-1;93;79;79;2;-1;-1;-1
0;1;2104;239;182;182;3;-1;6862;-1
1;1;1296;118;101;101;2;-1;-1;-1
1;1;-1;696;398;398;3;-1;-1;-1
0;1;-1;163;129;129;5;-1;-1;-1
1;1;-1;524;341;340;35;-1;-1;-1
0;1;-1;916;192;192;1;-1;-1;-1
0;1;-1;714;120;120;1;-1;-1;-1
0;1;-1;309;120;120;1;-1;-1;-1
1;1;-1;668;220;220;2;-1;-1;-1
0;1;-1;343;112;112;5;-1;-1;-1
0;1;-1;251;81;81;1;-1;-1;-1
0;1;-1;67;59;59;1;-1;-1;-1
0;1;-1;925;81;81;2;-1;-1;-1
1;1;-1;34;34;34;1;-1;-1;-1
1;1;-1;258;39;39;3;-1;-1;-1
0;1;-1;1018;211;211;1;-1;-1;-1
1;1;-1;188;136;136;3;-1;-1;-1
0;1;-1;277;203;203;2;-1;-1;-1
0;1;-1;166;17;17;3;-1;-1;-1
0;1;-1;311;176;176;2;-1;-1;-1
0;1;-1;286;207;207;1;-1;-1;-1
1;1;-1;1039;360;360;2;-1;-1;-1
1;1;-1;274;202;202;3;-1;-1;-1
0;1;80;571;362;362;3;-1;5241;-1
0;1;-1;161;132;132;3;-1;-1;-1
0;1;-1;754;418;418;32;-1;-1;-1
1;1;-1;27;29;29;2;-1;-1;-1
1;1;-1;440;301;301;1;-1;-1;-1
0;1;-1;95;81;81;1;-1;-1;-1
0;1;-1;201;45;45;18;-1;-1;-1
0;1;-1;904;51;51;2;-1;-1;-1
0;1;-1;498;40;40;2;-1;-1;-1
0;1;-1;1024;5;5;2;-1;-1;-1
0;1;-1;544;349;349;23;-1;-1;-1
1;1;-1;636;310;310;2;-1;-1;-1
0;1;-1;241;184;184;5;-1;-1;-1
0;1;-1;233;177;177;1;-1;-1;-1
0;1;1867;278;96;96;2;-1;6664;-1
0;1;-1;290;210;210;2;-1;-1;-1
1;1;-1;451;263;263;2;-1;-1;-1
1;1;-1;625;6;6;2;-1;-1;-1
0;1;-1;847;328;328;1;-1;-1;-1
0;1;-1;848;318;318;1;-1;-1;-1
0;1;-1;473;203;203;1;-1;-1;-1
0;1;-1;86;74;74;14;-1;-1;-1
1;1;-1;517;249;249;17;-1;-1;-1
1;1;-1;518;337;337;3;-1;-1;-1
1;1;-1;268;199;199;2;-1;-1;-1
0;1;-1;267;198;198;2;-1;-1;-1
0;1;-1;831;397;397;2;-1;-1;-1
1;1;-1;1008;498;498;38;-1;-1;-1
0;1;-1;139;38;38;1;-1;-1;-1
1;1;-1;90;77;77;14;-1;-1;-1
1;1;-1;866;464;464;13;-1;-1;-1
1;1;-1;633;378;377;2;-1;-1;-1
0;1;349;136;116;116;2;-1;-1;-1
0;1;349;295;62;62;2;-1;-1;-1
0;1;349;126;3;3;9;-1;-1;-1
0;1;349;235;180;180;8;-1;-1;-1
1;1;-1;66;58;58;5;-1;-1;-1
0;1;-1;426;72;72;2;-1;-1;-1
0;1;-1;751;232;232;7;-1;-1;-1
0;1;-1;750;198;198;1;-1;-1;-1
0;1;-1;941;11;11;27;-1;-1;-1
0;1;-1;940;11;11;27;-1;-1;-1
1;1;-1;782;135;134;2;-1;-1;-1
0;1;-1;168;138;138;5;-1;-1;-1
1;1;-1;362;216;216;3;-1;-1;-1
1;1;-1;1016;500;430;2;-1;-1;-1
0;1;-1;236;180;180;8;-1;-1;-1
1;1;855;405;280;280;2;-1;5851;-1
1;1;855;530;335;335;2;-1;5851;-1
1;1;855;795;441;441;2;-1;5851;-1
0;1;-1;660;125;125;2;-1;-1;-1
0;1;-1;542;348;348;2;-1;-1;-1
1;1;-1;730;410;410;2;-1;-1;-1
1;1;-1;745;290;290;2;-1;-1;-1
1;1;-1;900;298;298;2;-1;-1;-1
1;1;-1;398;274;274;2;-1;-1;-1
1;1;-1;417;286;286;2;-1;-1;-1
1;1;-1;652;86;86;2;-1;-1;-1
0;1;-1;762;423;423;9;-1;-1;-1
1;1;-1;100;86;86;3;-1;-1;-1
0;1;-1;342;220;220;3;-1;-1;-1
0;1;-1;428;293;293;30;-1;-1;-1
1;1;579;124;107;107;2;-1;5638;-1
0;1;-1;176;143;143;1;-1;-1;-1
0;1;-1;426;1;1;1;-1;-1;-1
0;1;-1;979;150;150;1;-1;-1;-1
0;1;78;73;64;64;1;-1;5239;-1
0;1;-1;928;483;483;1;-1;-1;-1
1;1;-1;842;410;410;38;-1;-1;-1
0;1;1310;727;408;408;1;-1;-1;-1
0;1;-1;686;157;157;2;-1;-1;-1
1;1;-1;794;440;439;58;-1;-1;-1
0;1;-1;817;355;355;2;-1;-1;-1
1;1;-1;137;117;117;5;-1;-1;-1
0;1;-1;1004;89;89;2;-1;-1;-1
1;1;-1;784;432;431;2;-1;-1;-1
0;1;-1;711;81;81;13;-1;-1;-1
1;1;-1;345;238;238;3;-1;-1;-1
0;1;-1;729;409;409;1;-1;-1;-1
1;1;-1;844;457;457;2;-1;-1;-1
0;1;-1;243;2;2;3;-1;-1;-1
0;1;-1;471;318;318;18;-1;-1;-1
0;1;-1;688;129;129;2;-1;-1;-1
1;1;-1;308;219;219;3;-1;-1;-1
0;1;-1;284;122;122;2;-1;-1;-1
0;1;-1;262;195;195;1;-1;-1;-1
0;1;-1;722;406;406;1;-1;-1;-1
1;1;-1;351;243;243;3;-1;-1;-1
1;1;2246;451;263;263;2;-1;-1;-1
1;1;-1;13;15;15;1;-1;-1;-1
0;1;-1;129;110;110;21;-1;-1;-1
0;1;-1;719;405;405;1;-1;-1;-1
1;1;-1;972;411;411;2;-1;-1;-1
0;1;-1;1032;11;11;1;-1;-1;-1
0;1;-1;211;169;169;6;-1;-1;-1
0;1;-1;193;156;156;29;-1;-1;-1
0;1;-1;798;91;91;2;-1;-1;-1
0;1;-1;340;235;235;5;-1;-1;-1
0;1;-1;1046;235;235;2;-1;-1;-1
0;1;-1;749;201;201;2;-1;-1;-1
0;1;-1;748;201;201;2;-1;-1;-1
0;1;-1;607;364;364;2;-1;-1;-1
0;1;-1;667;187;187;53;-1;-1;-1
0;1;-1;219;31;31;23;-1;-1;-1
0;1;-1;955;260;260;2;-1;-1;-1
0;1;-1;260;194;194;2;-1;-1;-1
0;1;-1;101;75;75;15;-1;-1;-1
0;1;-1;459;28;28;1;-1;-1;-1
0;1;-1;937;165;165;28;-1;-1;-1
1;1;1700;4;4;4;2;-1;6522;2103
1;1;1700;124;107;107;2;-1;6522;2103
0;1;-1;709;320;320;2;-1;-1;-1
0;1;-1;920;181;181;2;-1;-1;-1
1;1;-1;22;24;24;1;-1;-1;-1
0;1;221;218;43;43;31;-1;-1;-1
0;1;-1;552;355;355;6;-1;-1;-1
0;1;-1;295;56;56;2;-1;-1;-1
0;1;-1;654;73;73;2;-1;-1;-1
0;1;-1;243;185;185;33;-1;-1;-1
1;1;-1;234;179;179;1;-1;-1;-1
0;1;-1;607;128;128;2;-1;-1;-1
0;1;-1;763;25;25;2;-1;-1;-1
0;1;-1;53;16;16;9;-1;-1;-1
1;1;-1;381;191;191;3;-1;-1;-1
0;1;-1;760;253;253;5;-1;-1;-1
0;1;-1;455;311;311;1;-1;-1;-1
1;1;-1;525;342;342;39;-1;-1;-1
0;1;-1;575;178;178;6;-1;-1;-1
0;1;-1;26;28;28;3;-1;-1;-1
0;1;-1;668;129;129;1;-1;-1;-1
1;1;-1;781;336;336;58;-1;-1;-1
0;1;-1;37;37;37;3;-1;-1;-1
0;1;-1;923;481;481;1;-1;-1;-1
0;1;-1;723;406;406;1;-1;-1;-1
0;1;-1;741;82;82;1;-1;-1;-1
0;1;-1;476;17;17;1;-1;-1;-1
1;1;-1;800;400;400;38;-1;-1;-1
0;1;-1;754;6;6;31;-1;-1;-1
0;1;-1;747;415;415;3;-1;-1;-1
1;1;-1;806;8;7;2;-1;-1;-1
0;1;-1;751;417;417;6;-1;-1;-1
0;1;-1;137;116;116;2;-1;-1;-1
0;1;1508;156;129;129;2;-1;6358;-1
0;1;1508;185;129;129;6;-1;6358;-1
1;1;1531;231;23;23;5;-1;-1;-1
0;1;-1;692;397;397;1;-1;-1;-1
0;1;-1;442;303;303;27;-1;-1;-1
1;1;-1;132;113;113;1;-1;-1;-1
1;1;-1;641;197;197;2;-1;-1;-1
0;1;-1;930;484;484;1;-1;-1;-1
0;1;-1;276;153;153;5;-1;-1;-1
0;1;-1;753;355;355;30;-1;-1;-1
0;1;-1;981;355;355;30;-1;-1;-1
1;1;-1;908;478;478;2;-1;-1;-1
1;1;-1;404;279;279;2;-1;-1;-1
0;1;-1;977;75;75;2;-1;-1;-1
1;1;-1;786;256;256;2;-1;-1;-1
0;1;-1;481;155;155;1;-1;-1;-1
1;1;-1;801;298;298;2;-1;-1;-1
0;1;-1;948;75;75;5;-1;-1;-1
0;1;-1;574;365;365;27;-1;-1;-1
1;1;-1;657;181;181;2;-1;-1;-1
1;1;-1;649;389;388;2;-1;-1;-1
0;1;-1;610;243;243;2;-1;-1;-1
1;1;-1;699;400;400;49;-1;-1;-1
0;1;-1;452;111;111;8;-1;-1;-1
0;1;-1;287;207;207;1;-1;-1;-1
1;1;-1;115;51;51;1;-1;-1;-1
1;1;-1;357;248;248;3;-1;-1;-1
1;1;-1;714;14;403;2;-1;-1;-1
0;1;-1;350;242;242;3;-1;-1;-1
0;1;-1;638;381;381;2;-1;-1;-1
0;1;417;73;64;64;1;-1;-1;-1
0;1;-1;454;310;310;2;-1;-1;-1
0;1;-1;942;5;5;2;-1;-1;-1
0;1;-1;14;16;16;1;-1;-1;-1
0;1;-1;34;34;34;1;-1;-1;-1
0;1;-1;661;125;125;2;-1;-1;-1
0;1;-1;559;359;359;2;-1;-1;-1
1;1;-1;778;251;429;2;-1;-1;-1
1;1;-1;133;114;114;1;-1;-1;-1
0;1;-1;976;75;75;2;-1;-1;-1
0;1;-1;947;75;75;5;-1;-1;-1
0;1;-1;455;310;310;2;-1;-1;-1
0;1;-1;952;170;170;2;-1;-1;-1
0;1;-1;47;45;45;1;-1;-1;-1
0;1;-1;64;55;55;1;-1;-1;-1
0;1;-1;27;28;28;3;-1;-1;-1
1;1;-1;35;34;34;1;-1;-1;-1
0;1;-1;35;35;35;1;-1;-1;-1
1;1;-1;1048;44;44;2;-1;-1;-1
1;1;-1;44;44;44;3;-1;-1;-1
1;1;-1;785;433;433;2;-1;-1;-1
0;1;-1;715;120;120;2;-1;-1;-1
1;1;2453;4;4;4;2;-1;-1;-1
0;1;943;225;126;126;5;-1;-1;-1
0;1;-1;834;65;65;2;-1;-1;-1
1;1;1294;589;224;224;2;-1;-1;-1
1;1;-1;888;464;464;13;-1;-1;-1
1;1;-1;830;452;452;57;-1;-1;-1
0;1;-1;472;40;40;2;-1;-1;-1
0;1;-1;719;404;404;1;-1;-1;-1
0;1;-1;1036;129;129;2;-1;-1;-1
0;1;-1;532;184;184;2;-1;-1;-1
0;1;-1;744;24;24;7;-1;-1;-1
0;1;-1;528;198;198;1;-1;-1;-1
1;1;-1;713;14;403;2;-1;-1;-1
1;1;-1;765;281;281;2;-1;-1;-1
0;1;-1;306;78;78;2;-1;-1;-1
1;1;-1;799;400;400;38;-1;-1;-1
1;1;-1;766;424;424;38;-1;-1;-1
0;1;-1;65;57;57;2;-1;-1;-1
1;1;-1;627;114;114;2;-1;-1;-1
0;1;-1;583;178;178;1;-1;-1;-1
0;1;-1;582;61;61;1;-1;-1;-1
1;1;-1;393;270;270;17;-1;-1;-1
1;1;-1;441;301;301;1;-1;-1;-1
0;1;-1;1006;364;364;2;-1;-1;-1
0;1;-1;134;115;115;2;-1;-1;-1
0;1;-1;581;368;368;2;-1;-1;-1
0;1;-1;601;312;312;51;-1;-1;-1
0;1;718;144;90;90;3;-1;5743;-1
0;1;-1;191;155;155;3;-1;-1;-1
0;1;-1;326;95;95;1;-1;-1;-1
0;1;-1;985;496;496;27;-1;-1;-1
0;1;-1;237;78;78;27;-1;-1;-1
0;1;-1;119;102;102;18;-1;-1;-1
0;1;-1;948;72;72;2;-1;-1;-1
0;1;-1;239;182;182;3;-1;-1;-1
0;1;-1;737;75;75;1;-1;-1;-1
0;1;-1;910;446;446;1;-1;-1;-1
0;1;-1;924;81;81;2;-1;-1;-1
0;1;-1;933;12;12;1;-1;-1;-1
1;1;-1;522;172;172;1;-1;-1;-1
1;1;-1;349;241;241;2;-1;-1;-1
0;1;-1;757;325;325;1;-1;-1;-1
1;1;-1;373;241;241;17;-1;-1;-1
1;1;-1;868;239;239;2;-1;-1;-1
1;1;-1;792;437;437;2;-1;-1;-1
1;1;-1;368;254;254;2;-1;-1;-1
0;1;-1;819;446;446;1;-1;-1;-1
0;1;2271;2;2;2;1;-1;7002;553
0;1;893;624;376;376;1;-1;5885;-1
1;1;1214;522;172;172;1;-1;6134;-1
1;1;-1;907;476;476;38;-1;-1;-1
1;1;-1;509;333;333;38;-1;-1;-1
1;1;-1;807;241;241;38;-1;-1;-1
1;1;-1;899;476;476;38;-1;-1;-1
0;1;-1;280;148;148;3;-1;-1;-1
0;1;-1;755;419;419;1;-1;-1;-1
0;1;-1;477;17;17;1;-1;-1;-1
0;1;-1;363;252;252;2;-1;-1;-1
1;1;-1;342;236;236;2;-1;-1;-1
1;1;-1;698;400;400;49;-1;-1;-1
0;1;-1;643;157;157;53;-1;-1;-1
1;1;-1;536;346;346;1;-1;-1;-1
1;1;-1;656;181;181;2;-1;-1;-1
0;1;575;132;114;114;1;-1;5634;-1
1;1;575;257;193;193;3;-1;5634;-1
1;1;575;131;113;113;1;-1;5634;-1
0;1;575;99;70;70;7;-1;5634;-1
0;1;575;634;379;379;1;-1;5634;-1
0;1;575;202;162;162;1;-1;5634;-1
0;1;-1;589;224;224;2;-1;-1;-1
1;1;1846;530;335;335;2;-1;6648;-1
1;1;1846;387;249;249;2;-1;6648;-1
0;1;1846;595;312;312;23;-1;6648;-1
1;1;-1;565;263;263;39;-1;-1;-1
0;1;-1;216;171;171;1;-1;-1;-1
0;1;-1;738;75;75;1;-1;-1;-1
0;1;-1;960;26;26;1;-1;-1;-1
0;1;2005;73;64;64;1;-1;6774;-1
1;1;2005;506;332;332;1;-1;6774;-1
1;1;2005;872;45;45;2;-1;6774;-1
1;1;-1;363;252;252;2;-1;-1;-1
1;1;-1;361;251;251;2;-1;-1;-1
0;1;-1;155;72;72;1;-1;-1;-1
0;1;-1;1025;5;5;2;-1;-1;-1
1;1;-1;420;189;189;35;-1;-1;-1
0;1;-1;160;131;131;25;-1;-1;-1
1;1;-1;17;19;19;3;-1;-1;-1
1;1;-1;370;254;254;17;-1;-1;-1
0;1;2072;225;126;126;5;-1;6832;-1
0;1;2072;151;126;126;2;-1;6832;-1
0;1;2072;357;248;248;3;-1;6832;-1
0;1;2072;733;231;231;2;-1;6832;-1
0;1;2072;254;141;141;5;-1;6832;-1
0;1;2072;623;216;216;2;-1;6832;-1
0;1;2072;685;142;142;2;-1;6832;-1
0;1;2072;172;141;141;2;-1;6832;-1
0;1;2072;462;315;315;3;-1;6832;-1
0;1;2072;362;216;216;3;-1;6832;-1
0;1;2072;375;216;216;3;-1;6832;-1
0;1;-1;408;43;43;8;-1;-1;-1
0;1;-1;545;350;350;22;-1;-1;-1
0;1;-1;268;200;200;30;-1;-1;-1
0;1;-1;903;328;328;1;-1;-1;-1
1;1;-1;273;1;1;35;-1;-1;-1
0;1;-1;866;186;186;2;-1;-1;-1
0;1;-1;216;172;172;13;-1;-1;-1
0;1;-1;1050;306;306;1;-1;-1;-1
0;1;-1;951;66;66;2;-1;-1;-1
1;1;-1;394;218;218;2;-1;-1;-1
1;1;-1;278;203;203;2;-1;-1;-1
0;1;-1;739;202;202;5;-1;-1;-1
0;1;661;241;184;184;5;-1;5701;-1
0;1;-1;616;18;18;2;-1;-1;-1
0;1;-1;261;194;194;2;-1;-1;-1
0;1;-1;99;85;85;2;-1;-1;-1
0;1;-1;624;216;216;2;-1;-1;-1
1;1;-1;256;58;58;2;-1;-1;-1
0;1;-1;691;396;396;1;-1;-1;-1
1;1;1415;639;382;382;2;-1;6285;-1
1;1;-1;946;94;93;2;-1;-1;-1
0;1;663;216;172;172;13;-1;-1;-1
1;1;-1;439;92;92;2;-1;-1;-1
1;1;2194;350;242;242;3;-1;6937;-1
1;1;-1;303;216;216;2;-1;-1;-1
1;1;-1;405;280;280;2;-1;-1;-1
0;1;-1;5;5;5;2;-1;-1;-1
0;1;-1;619;211;211;2;-1;-1;-1
1;1;-1;382;262;262;2;-1;-1;-1
0;1;-1;145;90;90;3;-1;-1;-1
0;1;-1;291;12;12;1;-1;-1;-1
0;1;-1;281;148;148;3;-1;-1;-1
0;1;1501;624;376;376;1;-1;6352;-1
1;1;-1;776;426;426;38;-1;-1;-1
1;1;-1;1012;291;291;2;-1;-1;-1
0;1;-1;763;40;40;2;-1;-1;-1
0;1;-1;507;332;332;1;-1;-1;-1
0;1;-1;885;389;388;2;-1;-1;-1
0;1;-1;759;253;253;5;-1;-1;-1
0;1;-1;1017;211;211;1;-1;-1;-1
1;1;-1;681;29;29;2;-1;-1;-1
1;1;-1;772;425;425;38;-1;-1;-1
0;1;-1;265;17;17;2;-1;-1;-1
0;1;-1;536;346;346;1;-1;-1;-1
1;1;1449;690;83;83;2;-1;6310;-1
1;1;-1;402;277;276;2;-1;-1;-1
1;1;-1;453;309;308;44;-1;-1;-1
0;1;-1;997;5;5;2;-1;-1;-1
0;1;-1;1019;490;490;1;-1;-1;-1
1;1;-1;6;5;5;2;-1;-1;-1
0;1;1384;178;145;145;3;-1;6267;-1
0;1;-1;496;328;328;1;-1;-1;-1
0;1;-1;483;203;203;1;-1;-1;-1
1;1;-1;783;14;430;2;-1;-1;-1
0;1;-1;756;325;325;1;-1;-1;-1
0;1;729;118;101;101;2;-1;5753;-1
0;1;-1;856;460;460;3;-1;-1;-1
0;1;-1;850;222;222;50;-1;-1;-1
1;1;486;4;4;4;2;-1;5558;-1
0;1;-1;233;178;178;1;-1;-1;-1
0;1;-1;988;209;209;18;-1;-1;-1
0;1;-1;226;148;148;18;-1;-1;-1
1;1;-1;1051;508;507;65;-1;-1;-1
0;1;-1;617;349;349;2;-1;-1;-1
