id;paisResidenciaActual;estadoResidenciaActual;ciudadResidenciaActual;empresaActual;cargoActual;donante;profesor;fechaActualizacion;fechaExpiracion
1406;NA;NA;NA; Uiniversidad De Los Andes; Asistente Graduado;D;D;01/08/2010;01/01/2099
2665; Colombia; Cundinamarca; Bogot? D.C.; ECOPETROL; PROFESIONAL;D;D;01/01/2011;01/01/2099
1602; Colombia; Cundinamarca; Bogot? D.C.; Lafrancol; Asistente De Gerencia Juridica;D;D;01/01/2010;01/01/2099
2687; Colombia; Cundinamarca; Bogot? D.C.; CUALA; ING DE MARCA JUNIOR;D;D;01/01/2011;01/01/2099
4105; Colombia; Cundinamarca; Bogot? D.C.; Instituto Filosofia; Docente;D;D;01/08/2013;01/01/2099
1435;NA;NA;NA; Embajada De Francia; Asistente De Oficina Militar;D;D;01/08/2010;01/01/2099
396; Colombia; Cundinamarca; Bogot? D.C.; Thomas Greg Express S.A.; Director De Mercadeo;D;D;01/08/2009;01/01/2099
5641;HOLANDA;NOORD-HOLLAND;AMSTERDAM;NA;QUANT DEVELOPER;0;0;2/21/2012;01/01/2999
628; Colombia; Cundinamarca; Bogot? D.C.; Alpina Productos Alimenticios S.A.; Analista De Proyectos De Mercadeo;D;D;01/01/2009;01/01/2099
3499; Colombia; Cundinamarca; Chia; UNIVERSIDAD DE LOS ANDES; PROFESOR DE ESPA?OL;D;D;01/08/2012;01/01/2099
3998; Colombia; Cundinamarca; Bogot? D.C.; Telefonica; Profecinal En Compra De Infraesrucura En Red Y Tecnologia De Informacion;D;D;01/01/2012;01/01/2099
1012;NA;NA;NA; Instituto De Desarrollo Urbano; Contratista;D;D;01/08/2010;01/01/2099
1523; Colombia; Cundinamarca; Bogot? D.C.; Exedra. Arquitectura; Director De Proyectos;D;D;01/01/2010;01/01/2099
4091; Noruega; Norge; Oslo;NA;NA;D;D;01/01/2012;01/01/2099
3476; Colombia; Cundinamarca; Bogot? D.C.; Wood Group PSN; Ingeniero Electr?nico;D;D;01/08/2012;01/01/2099
6147;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ARQUITECTO;0;0;8/29/2016;01/01/2999
5425;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASESOR;0;0;1/3/2012;01/01/2999
3890; Colombia; Cundinamarca; Bogot? D.C.; Rittal Ltda; Jerente Financiera Y Adminstrativa;D;D;01/01/2012;01/01/2099
3472; Colombia; Cundinamarca; Bogot? D.C.; Corpovisionarios; Investigadora;D;D;01/08/2012;01/01/2099
722; Colombia; Cundinamarca; Bogot? D.C.; Gimnasio Santa Ana; Docente;D;D;01/01/2009;01/01/2099
1911; Colombia; Cundinamarca; Bogot? D.C.; Secretaria De Hacienda; Operario Profesional;D;D;01/01/2010;01/01/2099
4211; Colombia; C?rdoba; Monter?a; Urra Sa; Asesora En El Area Indigena;D;D;01/08/2013;01/01/2099
4998; Colombia; Cundinamarca; Bogot? D.C.; Valor Y Estrategia; Analista De Proyectos;D;D;01/01/2013;01/01/2099
1336;NA;NA;NA; Rmi; Programador;D;D;01/08/2010;01/01/2099
4742; Colombia; Cundinamarca; Bogot? D.C.; hospital Tunjuelito II Nivel Unidad El Carmen; medico Sso;D;D;01/01/2013;01/01/2099
6656;COLOMBIA;ANTIOQUIA;MEDELLIN;NA;NA;0;0;11/22/2012;01/01/2999
971; Colombia; Cundinamarca; Bogot? D.C.; POLICYPANK.ORG; DIRECTOR EJECUTIVO;D;D;01/01/2009;01/01/2099
3429; Colombia; Cundinamarca; Bogot? D.C.; CROWE HORWATH; ASISTENTE IMPUESTOS Y SERVICIOS LEGALES;D;D;01/08/2012;01/01/2099
206; Colombia; Cundinamarca; Bogot? D.C.; Oportunidad Estrategica; Asistente De Investigaci?n;D;D;01/08/2009;01/01/2099
2539; Colombia; Cundinamarca; Bogot? D.C.; INDEPENDIENTE; SERVICIOS;D;D;01/01/2011;01/01/2099
3002; Colombia; Cundinamarca; Bogot? D.C.; INGETEC SA; INGENIERO AUXILIAR;D;D;01/08/2012;01/01/2099
1630; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Profesional Asistente De Proyecto;D;D;01/01/2010;01/01/2099
1948; Colombia; Cundinamarca; Bogot? D.C.; Idu; Contratista;D;D;01/01/2010;01/01/2099
849; Colombia; Cundinamarca; Bogot? D.C.; DAO QUIMICA; INGENIERO DE SEGURIDAD;D;D;01/01/2009;01/01/2099
1944; Colombia; Cundinamarca; Bogot? D.C.; Recursos Y Soluciones Corporativas; Asistente De Vicepresidencia;D;D;01/01/2010;01/01/2099
2420; Colombia; Cundinamarca; Bogot? D.C.; Interbolsa; Trine 1;D;D;01/08/2011;01/01/2099
1324;NA;NA;NA; Mirelinch; Analista;D;D;01/08/2010;01/01/2099
4505; Colombia; Cundinamarca; Bogot? D.C.; Qbeilismo Compa?ia De Reaseguros; Analista Finier;D;D;01/08/2013;01/01/2099
1032;NA;NA;NA; Schlumberger; Ingeniera De Campo;D;D;01/08/2010;01/01/2099
1293;NA;NA;NA; Na; Na;D;D;01/08/2010;01/01/2099
2237; Colombia; Cundinamarca; Bogot? D.C.; Corredores Asociados; Asistente Comercial;D;D;01/08/2011;01/01/2099
3408; Colombia; Cundinamarca; Bogot? D.C.; PAYN; SUPERVISORA DE PRODUCCION;D;D;01/08/2012;01/01/2099
1582; Colombia; Cundinamarca; Bogot? D.C.; Falabella; Abogada Auxiliar;D;D;01/01/2010;01/01/2099
3234; Colombia; Cundinamarca; Bogot? D.C.; Tubbxbb.com; Cordinadora Del ?rea De Edici?n De Producto;D;D;01/08/2012;01/01/2099
4081; Espa?a;NA; Barcelona;NA;NA;D;D;01/01/2012;01/01/2099
1853; Colombia; Cundinamarca; Bogot? D.C.; Lowe Ssp3; Ejecutivo De Cuentas;D;D;01/01/2010;01/01/2099
4562; Colombia; Cundinamarca; Bogot? D.C.; VIMCOL; Asesor Log?stico Y Financiero;D;D;01/08/2013;01/01/2099
1626; Colombia; Cundinamarca; Bogot? D.C.; Alcaldia Local De Puente Aranda; Profesional De Planeaci?n;D;D;01/01/2010;01/01/2099
2732; Colombia; Cundinamarca; Bogot? D.C.; ERN-AL; Ingeniero De Proyectos;D;D;01/01/2011;01/01/2099
4815; Colombia; Cundinamarca; Bogot? D.C.; Falabella Colombia; Categoryn Manager En El Departamente De Compras;D;D;01/01/2013;01/01/2099
582; Colombia; Cundinamarca; Bogot? D.C.; THE ROYAL HOUSE SOCIETY; DUE?O;D;D;01/01/2009;01/01/2099
1139;NA;NA;NA; Universidad De Los Andes; Asistente  Del Area De Soporte Tecnico;D;D;01/08/2010;01/01/2099
3038; Brasil; Sao Paulo; Sao Paulo; Bloomberg LP; Analista;D;D;01/08/2012;01/01/2099
6705;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;1/30/2015;01/01/2999
1300;NA;NA;NA; Presidencia De La Republica; Asesor Externo;D;D;01/08/2010;01/01/2099
6912;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/21/2015;01/01/2999
3539; Colombia; Cundinamarca; Bogot? D.C.; Unoiversidad; aistente Graduado;D;D;01/01/2012;01/01/2099
1091;NA;NA;NA; Studio Cardenas; Proyectista;D;D;01/08/2010;01/01/2099
2471; Colombia; Cundinamarca; Soacha; COORPORACI?N EDUCATIVA MINUTO DE DIOS; DOCENTE;D;D;01/01/2011;01/01/2099
2243; Colombia; Cundinamarca; Bogot? D.C.; Sanclemente Fernandez Abogados; Abogado;D;D;01/08/2011;01/01/2099
2882; Colombia; Cundinamarca; Bogot? D.C.; SANCHO BBO; ANALISTA DE INVESTIGACION;D;D;01/01/2011;01/01/2099
5008; Colombia; Cundinamarca; Bogot? D.C.; Fedesarrollo; Analista Economico;D;D;01/01/2013;01/01/2099
1622; Colombia; Cundinamarca; Bogot? D.C.; Epsilon; Analista De Gestion De Proceso;D;D;01/01/2010;01/01/2099
6464;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;4/11/2016;01/01/2999
2707; Colombia; Cundinamarca; Bogot? D.C.; superintendecia De Sociedades; ASESORA JURIDICA;D;D;01/01/2011;01/01/2099
633; Colombia; Cundinamarca; Bogot? D.C.; CAPITAL ADVISORY; ANALISTA;D;D;01/01/2009;01/01/2099
3300; Colombia; Cundinamarca; Bogot? D.C.; Corredores Asociados; Asesor De Inversion;D;D;01/08/2012;01/01/2099
3553;NA;NA;NA; SocialDJ; CMO;D;D;01/01/2012;01/01/2099
408; Colombia; Cundinamarca; Bogot? D.C.; Independiente; Joyera Y Dise?adora De Las Mismas;D;D;01/08/2009;01/01/2099
1208;NA;NA;NA; Uniandes; Apoyo Programa Pymes;D;D;01/08/2010;01/01/2099
6392;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;JEFE DE AREA;0;0;4/11/2016;01/01/2999
3016; Colombia; Cundinamarca; Bogot? D.C.; PROTELA; DISE?ADORA TEXTIL;D;D;01/08/2012;01/01/2099
1349;NA;NA;NA; Gfk Colombia; Coordinador De Conocimientos;D;D;01/08/2010;01/01/2099
3563;NA;NA;NA; Fti Consulting; consultor Junior;D;D;01/01/2012;01/01/2099
368; Colombia; Cundinamarca; Bogot? D.C.; Nuestra Se?ora Del Rosario; Psicologa;D;D;01/08/2009;01/01/2099
1921; Colombia; Cundinamarca; Bogot? D.C.; Garc?a Y Rivera Ltda.; Consultor;D;D;01/01/2010;01/01/2099
1725; Colombia; Cundinamarca; Bogot? D.C.; Seteyco; Arquitecta;D;D;01/01/2010;01/01/2099
1008;NA;NA;NA; Curaduraduria De Etnografia Del Museo Nacional; Asistente De Investigaci?n;D;D;01/08/2010;01/01/2099
647; Colombia; Cundinamarca; Bogot? D.C.; GEOGRAFIA URBANA LTDA; ARQUITECTO DE PROYECTOS;D;D;01/01/2009;01/01/2099
2977; Colombia; Cundinamarca; Bogot? D.C.; Banco Davivienda; Profesional En Practica;D;D;01/01/2011;01/01/2099
5761;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA;0;0;11/15/2016;01/01/2999
4630;NA;NA;NA; La Direccion De Sanidad; Medico General;D;D;01/01/2013;01/01/2099
159; Colombia; Cundinamarca; Bogot? D.C.; Market Team S.A.; Asistente De Proyectos;D;D;01/08/2009;01/01/2099
1560; Colombia; Cundinamarca; Bogot? D.C.; Hari S.A.; Asistente De Planeaci?n;D;D;01/01/2010;01/01/2099
4216; Colombia; Cundinamarca; Bogot? D.C.; Comisi?n De Regulaci?n De Comunicaciones; analista Economico;D;D;01/08/2013;01/01/2099
2734; Colombia; Cundinamarca; Bogot? D.C.; FUNDACION CRAN; PSICOLOGA;D;D;01/01/2011;01/01/2099
3028;NA;NA;NA; -; -;D;D;01/08/2012;01/01/2099
4811; Colombia; Cundinamarca; Bogot? D.C.; Sena; Ingeniera Apoyo;D;D;01/01/2013;01/01/2099
3864; Colombia; Cundinamarca; Bogot? D.C.; Banco De Bogota; Analista Planeacion Financiera;D;D;01/01/2012;01/01/2099
1741; Colombia; Cundinamarca; Bogot? D.C.; Fundaci?n Cardio Infantil; Investigacion Social;D;D;01/01/2010;01/01/2099
5965;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;REPRESENTANTE;0;0;11/9/2016;01/01/2999
436; Francia; 75; Paris;NA;NA;D;D;01/08/2009;01/01/2099
6722;ESTADOS UNIDOS;VIRGINIA;VIENA;NA;DIRECTOR;0;0;12/1/2016;01/01/2999
6629;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;12/9/2016;01/01/2999
1061;NA;NA;NA; Hsbc; Asistente De Planeaci?n;D;D;01/08/2010;01/01/2099
5536;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;BIZAGI DEVELOPMENT TEAM LEAD;0;0;11/15/2016;01/01/2999
6285;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;TECHNOLOGY MANAGER;1;0;10/1/2015;01/01/2999
2276; Colombia; Cundinamarca; Bogot? D.C.; Caracol Televisi?n; Abogado;D;D;01/08/2011;01/01/2099
4492; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Asitesten Agruada;D;D;01/08/2013;01/01/2099
2083; Colombia; Cundinamarca; Bogot? D.C.; Tecnimobiliario; Asesor Recursos Humanos;D;D;01/08/2011;01/01/2099
38; Canad?; Quebec; Montreal;NA;NA;D;D;01/08/2009;01/01/2099
402; Colombia; Cundinamarca; Bogot? D.C.; Universidad Central- Teatro Libre De Bogota; Docente-Coordinador Artistico;D;D;01/08/2009;01/01/2099
2613; Colombia; Cundinamarca; Bogot? D.C.; INDEPENDIENTE; PRODUCTOR DE EFECTOS VISUALES;D;D;01/01/2011;01/01/2099
366; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Profesor Complementario;D;D;01/08/2009;01/01/2099
581; Colombia; Cundinamarca; Bogot? D.C.; Congreso De La Rep?blica; Asesor IV, UTL Senador Enrique G?mez Hurtado;D;D;01/01/2009;01/01/2099
340; Colombia; Cundinamarca; Bogot? D.C.; Independiente; Musico;D;D;01/08/2009;01/01/2099
2176; Colombia; Cundinamarca; Bogot? D.C.; Avianca; Analista De Desempe?o De La Red;D;D;01/08/2011;01/01/2099
4327; Colombia; Cundinamarca; Bogot? D.C.; Ibm; Ventas;D;D;01/08/2013;01/01/2099
686; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; INVESTIGADOR;D;D;01/01/2009;01/01/2099
1708; Colombia; Cundinamarca; Bogot? D.C.; Brigard Y Urrutia Abogados; Pasante;D;D;01/01/2010;01/01/2099
1787; Colombia; Cundinamarca; Bogot? D.C.; Pagos Online; Analista De Organizacion Y M?todos;D;D;01/01/2010;01/01/2099
1539; Colombia; Cundinamarca; Bogot? D.C.; Instituto De Casos Fiscales De Ejercito; Ingeniera Lectrica De Dise?o;D;D;01/01/2010;01/01/2099
2816; Colombia; Cundinamarca; Bogot? D.C.; N & B Arquitectos; Dise?adora Y Dibujante;D;D;01/01/2011;01/01/2099
4672; Canad?; Ontario; Toronto; Toronto Western Research Institute; Research Fellow;D;D;01/01/2013;01/01/2099
2598; Colombia; Cundinamarca; Bogot? D.C.; ALFA PEOPLE; DESARROLLADOR CRM;D;D;01/01/2011;01/01/2099
894; Colombia; Cundinamarca; Bogot? D.C.; ECONOMICA CONSULTOR; ASISTENTE DE INVESTIGACION;D;D;01/01/2009;01/01/2099
6251;COLOMBIA;ANTIOQUIA;SABANETA;NA;NA;0;0;10/1/2015;01/01/2999
4686; Colombia; Cundinamarca; Bogot? D.C.; Secretaria De Gob; Contratista;D;D;01/01/2013;01/01/2099
2733; Colombia; Cundinamarca; Bogot? D.C.; BANCO SANTANDER; ANALISTA;D;D;01/01/2011;01/01/2099
180; Colombia; Cundinamarca; Bogot? D.C.; Online Colombia; Gerente;D;D;01/08/2009;01/01/2099
4536; Colombia; Cundinamarca; Bogot? D.C.; SEON SAMUYON; estachj;D;D;01/08/2013;01/01/2099
816; Colombia; Cundinamarca; Bogot? D.C.; ACEITES FINOS LTDA; JEFE DE DEPARTAMENTO AMBIENTAL, ASISTENTE DE DEPARTAMENTO DE CALIDAD;D;D;01/01/2009;01/01/2099
2720; Colombia;NA; Cartagena; escula Naval De Cartagena; MEDICA;D;D;01/01/2011;01/01/2099
3309; Colombia; Cundinamarca; Bogot? D.C.; AVIANCA; ANALISTA COMERCIAL CORPORATIVOS;D;D;01/08/2012;01/01/2099
3849; Colombia; Cundinamarca; Bogot? D.C.; INDUSTRIA DE VIDRIOS Y ALUMINIO B&E; DISE?ADORA;D;D;01/01/2012;01/01/2099
1348;NA;NA;NA; Ferreira Ruan Y Asociados; Abogada ?rea De Asesorias;D;D;01/08/2010;01/01/2099
2427; Colombia; Cundinamarca; Bogot? D.C.; Opera De Colombia; Asistente De Direcion General;D;D;01/08/2011;01/01/2099
4125; Colombia; Cundinamarca; Bogot? D.C.; Porvenir Fondo De Pensiones Y Cesantias; Travel;D;D;01/08/2013;01/01/2099
2938; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Profesional Asistente De Proyectos;D;D;01/01/2011;01/01/2099
4306; Colombia; Cundinamarca; Bogot? D.C.; UNIVESIDAD DE LOS ANDES; ASISTENTE GRADUADO;D;D;01/08/2013;01/01/2099
1176;NA;NA;NA; Soma; Tatuador;D;D;01/08/2010;01/01/2099
1515; Colombia; Cundinamarca; Bogot? D.C.; Ecenografia Y Fontajes; Asitende  Derecursos Humanos;D;D;01/01/2010;01/01/2099
4292; Colombia; Cundinamarca; Bogot? D.C.; Davivienda; Ejecutivo De Negocios Fiduciarios;D;D;01/08/2013;01/01/2099
7237;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DISE?ADOR;0;0;5/22/2013;01/01/2999
2817; Colombia; Cundinamarca; Bogot? D.C.; asociaci?n Barranquillera De Caridad; psicologa;D;D;01/01/2011;01/01/2099
2771; Colombia; Cundinamarca; Bogot? D.C.; PROCTER & GAMBLE; GERENTE FINANCIERO;D;D;01/01/2011;01/01/2099
1210;NA;NA;NA; Gomez Pinzon Zuleta Abogados; Abogada Asociada;D;D;01/08/2010;01/01/2099
1869; Colombia; Cundinamarca; Bogot? D.C.; Becton Dickinsen; Planeador De De La Demanda;D;D;01/01/2010;01/01/2099
6546;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INVESTIGADOR;0;0;6/5/2016;01/01/2999
2021;NA;NA;NA; Mi Empresa; Diseniador;D;D;01/08/2011;01/01/2099
2013; Estados Unidos; Fl; Miami; Lan Cargo; Jefe De Exportaci?n;D;D;01/08/2011;01/01/2099
1844; Colombia; Cundinamarca; Bogot? D.C.; Farco Supllies And Services; Gerente Comercial;D;D;01/01/2010;01/01/2099
3357; Colombia; Cundinamarca; Bogot? D.C.; Ar Construcciones; Arquitecta De Dise?o;D;D;01/08/2012;01/01/2099
1555; Colombia; Cundinamarca; Bogot? D.C.; Irradia Dise?o Sas; Director Creativo;D;D;01/01/2010;01/01/2099
795; Colombia; Cundinamarca; Bogot? D.C.; BANCO DE BOGOTA; ANALISTA DE CREDITO;D;D;01/01/2009;01/01/2099
127; Colombia; Cundinamarca; Bogot? D.C.; Gimnasio Los Portales; Tutora Particular;D;D;01/08/2009;01/01/2099
3079; Colombia; Risaralda; Pereira;NA;NA;D;D;01/08/2012;01/01/2099
2700; Colombia; Cundinamarca; Bogot? D.C.; COEFEICIENCIA; DIRECXTORA DE CUENTAS;D;D;01/01/2011;01/01/2099
439; Panam?; Panam?; Panam?; Ajax Communication Inc; Sub- Gerente De Recursos Humanos;D;D;01/08/2009;01/01/2099
4393; Colombia; Cundinamarca; Bogot? D.C.; Deloit; Asistente Abogado;D;D;01/08/2013;01/01/2099
2860; Colombia; Cundinamarca; Bogot? D.C.; DANIEL BERMUDEZ ARQUITECTO; ARQUITECTO;D;D;01/01/2011;01/01/2099
1634; Colombia; Cundinamarca; Bogot? D.C.; Gne Y Cia Ltda; Gestor De Negocios;D;D;01/01/2010;01/01/2099
2676; Colombia; Atl?ntico; Barranquilla; UJUETA; GERENTE DE PROYECTOS;D;D;01/01/2011;01/01/2099
2909; Colombia; Santander; Bucaramanga; VITELSA; JEFE DE PLANTA;D;D;01/01/2011;01/01/2099
4611; Colombia; Cundinamarca; Bogot? D.C.; universida; asesor De Investigacion;D;D;01/01/2013;01/01/2099
1218;NA;NA;NA; Masering Sas; Ingeniero;D;D;01/08/2010;01/01/2099
4331; Colombia; Cundinamarca; Bogot? D.C.; Verde Dise?o Y Construcci?n; Asistente T?cnico;D;D;01/08/2013;01/01/2099
3162; Colombia; Cundinamarca; Bogot? D.C.; Occidental Oil & Gas; Ingeniera De Riesgos;D;D;01/08/2012;01/01/2099
4405; Colombia; Cundinamarca; Bogot? D.C.; Duran Osorio Abogados; Abogada;D;D;01/08/2013;01/01/2099
6063;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;ANALISTA DE SISTEMAS;0;0;1/18/2015;01/01/2999
640; Colombia; Cundinamarca; Bogot? D.C.; DEPARTAMENTO NACIONAL DE PLANEACION; CONTRATISTA;D;D;01/01/2009;01/01/2099
1574; Colombia; Nari?o; Pasto; Carlos Salas Arquitecto; Gerente General;D;D;01/01/2010;01/01/2099
3003; Colombia; Cundinamarca; Bogot? D.C.; EMPRESA DE ENERG?A DE BOGOT? S.A.; PROFESIONAL;D;D;01/08/2012;01/01/2099
1924; Colombia; Cundinamarca; Bogot? D.C.; Revista Exclama; Redaccion;D;D;01/01/2010;01/01/2099
3242; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; ASISTENTE DE INVESTIGACI?N;D;D;01/08/2012;01/01/2099
2559; Colombia; Cundinamarca; Bogot? D.C.; VELAS ARTESANALES DE COLOMBIA; GERENTE;D;D;01/01/2011;01/01/2099
2253; Colombia; Cundinamarca; Bogot? D.C.; Falabella; Subgerente De Mabesa;D;D;01/08/2011;01/01/2099
4570; Colombia; Cundinamarca; Bogot? D.C.; Colsubsidio; Promotor Cultural;D;D;01/08/2013;01/01/2099
3929; Colombia; Bolivar; Cartagena; Ajover; Ingeniero De Produccion;D;D;01/01/2012;01/01/2099
2584; Colombia; Cundinamarca; Bogot? D.C.; Fiducafe; Profesional;D;D;01/01/2011;01/01/2099
3225; Colombia; Cundinamarca; Ch?a; Valoraci?n Econ?mica Ambiental; Profesonal De Proyectos;D;D;01/08/2012;01/01/2099
1463;NA;NA;NA; Billy Kids Childcare Center; Leader Room;D;D;01/01/2010;01/01/2099
3471; Colombia; Cundinamarca; Bogot? D.C.; SALIR BRUTO; OPERADOR DE CAMPO;D;D;01/08/2012;01/01/2099
990; Estados Unidos; Louisiana; Baton Rouge;NA;NA;D;D;01/01/2009;01/01/2099
719; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; CONSULTORA;D;D;01/01/2009;01/01/2099
597; Colombia; Cundinamarca; Sopo; JP INGENIERIA; ESPECIALISTA HIDRAULICO;D;D;01/01/2009;01/01/2099
779; Colombia; Cundinamarca; Bogot? D.C.; Frost & Sullivan; Account Excecutive;D;D;01/01/2009;01/01/2099
1608; Colombia; Cundinamarca; Bogot? D.C.; Empresas Publicas De Cundinamarca; Ingeniera De Apoyo;D;D;01/01/2010;01/01/2099
1848; Colombia; Cundinamarca; Bogot? D.C.; Monroy Bernal Abogados; Abogado Junior;D;D;01/01/2010;01/01/2099
4992; Colombia; Cundinamarca; Bogot? D.C.; DAVID VOLERR COMISIONISTA DE BOLSA; ASESOR DE INVERSION;D;D;01/01/2013;01/01/2099
4305; Colombia; Cundinamarca; Bogot? D.C.; Telef?nica; Profesional Supervisi?n Y Contratos;D;D;01/08/2013;01/01/2099
611; Colombia; Cundinamarca; Bogot? D.C.; FUNDACI?N ALBERTO MERANI; COORDINADOR DE PLANEACI?N;D;D;01/01/2009;01/01/2099
1360;NA;NA;NA; Adviser Health; Gerente Administrativa;D;D;01/08/2010;01/01/2099
672; Colombia; Cundinamarca; Bogot? D.C.; FERNANDO Y RICARDON RINCON ARQUITECTOS; ARQUITECTO Y DISE?ADOR;D;D;01/01/2009;01/01/2099
1668; Colombia; Cundinamarca; Bogot? D.C.; Davivienda; Subdirector Administrativo;D;D;01/01/2010;01/01/2099
3007; Francia; Cundinamarca; Bogot? D.C.;NA;NA;D;D;01/08/2012;01/01/2099
893; Colombia; Cundinamarca; Bogot? D.C.; POWER CINTAS; ASISTENTE DE GERENCIA;D;D;01/01/2009;01/01/2099
6666;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;INGENIERA MECANICA JUNIOR;0;0;9/29/2016;01/01/2999
1931; Colombia; Santander; Barrancabermeja;NA;NA;D;D;01/01/2010;01/01/2099
1986; Espa?a; Catalu?a; Barcelona;NA;NA;D;D;01/01/2010;01/01/2099
4484; Colombia; Cundinamarca; Bogot? D.C.; UNIVISAD DE LOS ANDES; ASISTENTE GRADUADO;D;D;01/08/2013;01/01/2099
4669;NA;NA;NA; d; investigador;D;D;01/01/2013;01/01/2099
1585; Colombia; Cundinamarca; Bogot? D.C.; Colegio Montessori; Profesora De Arte;D;D;01/01/2010;01/01/2099
5116; Colombia; Cundinamarca; Bogot? D.C.; Berlitz; Instructor De Ingl?s;D;D;01/01/2013;01/01/2099
2233; Colombia; Cundinamarca; Bogot? D.C.; Ingeniactive; Socio;D;D;01/08/2011;01/01/2099
2502;NA; Cundinamarca; Bogot? D.C.; DEPARTAMENTO NACIONAL DE PLANEACION; ASESOR;D;D;01/01/2011;01/01/2099
2532;NA; Cundinamarca; Bogot? D.C.; ALPINA; ANALISTA FINANCIERA;D;D;01/01/2011;01/01/2099
912; Colombia; Cundinamarca; Bogot? D.C.; PROQUINAL S.A.; ANALISTA DE LOGISTICA;D;D;01/01/2009;01/01/2099
2373; Colombia; Cundinamarca; Bogot? D.C.; Archivo General De La Naci?n; Investigador Minor?as ?tnicas (San Basilio De Palenque);D;D;01/08/2011;01/01/2099
3564;NA;NA;NA; ANIF; investigado Economica;D;D;01/01/2012;01/01/2099
450;NA;NA;NA; AEROREPUBLICA; PILOTO;D;D;01/01/2009;01/01/2099
4776; Colombia; Cundinamarca; Bogot? D.C.; Deloitte Aseores Y Consultores Ltda.; Consultor;D;D;01/01/2013;01/01/2099
319; Colombia; Antioquia; Medell?n; Quimincol; Asistente De Produccion;D;D;01/08/2009;01/01/2099
3137; Colombia; Cundinamarca; Bogot? D.C.; Independiente; Escritor;D;D;01/08/2012;01/01/2099
791; Colombia; Cundinamarca; Bogot? D.C.; aldia S.A; abogada;D;D;01/01/2009;01/01/2099
3126; Colombia; Cundinamarca; Bogot? D.C.; ORACLE; SENIOR SALE ADMINISTRATOR;D;D;01/08/2012;01/01/2099
4941; Colombia; Cundinamarca; Bogot? D.C.; MSD SALUD ANIMAL (INTERVET); MARKETING ASSISTANT;D;D;01/01/2013;01/01/2099
1989; Estados Unidos; Ny; New York;NA;NA;D;D;01/01/2010;01/01/2099
4053; Colombia; Cundinamarca; Bogot? D.C.; Golder Associates S.A.S; Ingeniera Junior;D;D;01/01/2012;01/01/2099
3108; Colombia; Cundinamarca; Bogot? D.C.; KB ARQUITECTOS; ARQUITECTO;D;D;01/08/2012;01/01/2099
4886; Colombia; Cundinamarca; Bogot? D.C.; Instituto Colombiano De Bienestar Familiar; Abogada Direcci?n De Contrataci?n;D;D;01/01/2013;01/01/2099
3307; Colombia; Cundinamarca; Bogot? D.C.; lap?; Directora Creativa;D;D;01/08/2012;01/01/2099
175; Colombia; Cundinamarca; Bogot? D.C.; Gomez Pinzon Zuleta Abogados; Practicante;D;D;01/08/2009;01/01/2099
292; Colombia; Cundinamarca; Bogot? D.C.; David Delgado Arquitectos; Colaboraci?n En Desarrollo De Proyectos;D;D;01/08/2009;01/01/2099
3673; Colombia; Cundinamarca; Bogot? D.C.; Didier Rinc?n Arquitectos; Arquitecto Junior;D;D;01/01/2012;01/01/2099
641; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; ASISTENTE GRADUADA;D;D;01/01/2009;01/01/2099
5106; Colombia; Cundinamarca; Bogot? D.C.; SIMULADORES DE NEGOCIOS COLOMBIA SAS; Gerente Comercial;D;D;01/01/2013;01/01/2099
3272; Colombia; Antioquia; Medell?n; Independiente; Consultor;D;D;01/08/2012;01/01/2099
1685; Colombia; Nari?o; Pasto; Eo_Vri (European Virtual Integrated Institute For Risk Management); Proyecto De Investigacion;D;D;01/01/2010;01/01/2099
4986; Colombia; Cundinamarca; Bogot? D.C.; FUNDACION NACIONAL BATUTA; PROFESORA DE CLARINETe;D;D;01/01/2013;01/01/2099
