id;paisResidenciaActual;estadoResidenciaActual;ciudadResidenciaActual;empresaActual;cargoActual;donante;profesor;fechaActualizacion;fechaExpiracion
4987; Colombia; Cundinamarca; Bogot? D.C.; bbea Fiducion; TRADEER;D;D;01/01/2013;01/01/2099
1151;NA;NA;NA; Ehealth Solutions; Gerente T?cnico;D;D;01/08/2010;01/01/2099
6569;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ARQUITECTO DE PROYECTOS;0;0;5/29/2015;01/01/2999
3758; Colombia; Cundinamarca; Bogot? D.C.; Kimberly; Cordinado De Atencion Al Cliente;D;D;01/01/2012;01/01/2099
5592;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;CONSULTOR SENIOR;0;0;11/21/2016;01/01/2999
1837; Colombia; Cundinamarca; Bogot? D.C.; Club El Nogal/?rea Cultural; Asistente De Biblioteca Y Galer?a;D;D;01/01/2010;01/01/2099
4780; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Gestora Academica De Lenguaje;D;D;01/01/2013;01/01/2099
5874;COLOMBIA;VALLE;CALI;NA;NA;0;0;11/15/2016;01/01/2999
6012;ESTADOS UNIDOS;Distrito De Columbia;WASHINGTON D.C.;NA;ESPECIALISTA LIDER EN EDUCACION;0;0;12/1/2016;01/01/2999
5180;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;EJECUTIVO DE CUENTA;0;0;1/16/2012;01/01/2999
6138;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;2/1/2012;01/01/2999
5857;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;MEDICO RURAL;0;0;4/23/2015;01/01/2999
1409;NA;NA;NA; Gm Colmotores; Analista Seguimiento;D;D;01/08/2010;01/01/2099
6451;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INGENIERO DE VENTAS;0;0;10/22/2015;01/01/2999
1170;NA;NA;NA; Coendustrial Ltda; Ingeniera De Apoyo A Licitaciones;D;D;01/08/2010;01/01/2099
5343;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASESOR;0;0;2/14/2014;01/01/2999
352; Colombia; Cundinamarca; Bogot? D.C.; Armor International S.A.; Dise?adora;D;D;01/08/2009;01/01/2099
666; Colombia; Cundinamarca; Bogot? D.C.; Planes Consultores; Consultor;D;D;01/01/2009;01/01/2099
6036;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/13/2015;01/01/2999
6911;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;JEFE DEL AREA ADMINISTRATIVA Y FINANCIERA;0;0;8/25/2015;01/01/2999
6051;COLOMBIA;ANTIOQUIA;MEDELLIN;NA;CONSULTOR DE SEGUROS;0;0;7/9/2015;01/01/2999
4642;NA;NA;NA; Avianca; Analista Control Gesti?n;D;D;01/01/2013;01/01/2099
6106;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;SECRETARIA GENERAL;0;0;2/25/2011;01/01/2999
6776;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR DE PROYECTOS;0;0;10/4/2016;01/01/2999
325; Colombia; Cundinamarca; Bogot? D.C.; Corficolombiana; Analista De Inversiones;D;D;01/08/2009;01/01/2099
2039; Colombia; Cundinamarca; Bogot? D.C.; Gm Colmotores; Coordinador De Planeacion Logistica;D;D;01/08/2011;01/01/2099
4548; Colombia; Cundinamarca; Bogot? D.C.; Proxinity; Ingeniero De Sanidad;D;D;01/08/2013;01/01/2099
5977;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASISTENTE ADMINISTRATIVO;0;0;1/29/2016;01/01/2999
6381;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;PROFESIONAL DE DESARROLLO;0;0;5/26/2016;01/01/2999
591; Colombia; Cundinamarca; Bogot? D.C.; ACADEMIA DE ARTES GUERRERO; DOCENTE;D;D;01/01/2009;01/01/2099
3354; Colombia; Cundinamarca; Bogot? D.C.; Ajover; Analista Financiero;D;D;01/08/2012;01/01/2099
4165; Colombia; Cundinamarca; Bogot? D.C.; FEDERACION NACIONAL DE DEPARTAMENTOS; ASESOR REGIONAL;D;D;01/08/2013;01/01/2099
1831; Colombia; Cundinamarca; Bogot? D.C.; Delacarreracavanzo Ltda; Arquitecto;D;D;01/01/2010;01/01/2099
5826;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/8/2014;01/01/2999
6671;FRANCIA;RHONE-ALPES;GRENOBLE;NA;STAGIAIRE;0;0;10/21/2013;01/01/2999
5861;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE COMERCIAL;0;0;8/19/2016;01/01/2999
2689; Colombia; Cundinamarca; Bogot? D.C.; INDEPENDIENTE; GERENTE;D;D;01/01/2011;01/01/2099
6627;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR LATINOAMERICA Y CANADA;0;0;9/30/2016;01/01/2999
6309;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DOCENTE AUXILIAR;0;0;5/6/2016;01/01/2999
2508;NA; Cundinamarca; Bogot? D.C.; COLEGIO ANGLOCOLOMBIANO; PROFESORA DE PREESCOLAR;D;D;01/01/2011;01/01/2099
6347;COLOMBIA;CUNDINAMARCA;CAJICA;NA;DOCENTE;0;0;11/10/2014;01/01/2999
3603; Colombia; Cundinamarca; Bogot? D.C.; Alcira Palacios G?mez; Gerente Mercade?;D;D;01/01/2012;01/01/2099
3631; Colombia; Cundinamarca; Bogot? D.C.; Sophos Banking S. A. S.; Implementation Consultant;D;D;01/01/2012;01/01/2099
3921; Colombia; Cundinamarca; Bogot? D.C.; David Delgado Arquitectos Sas; arquitecto Corabolador;D;D;01/01/2012;01/01/2099
2628; Colombia; Cundinamarca; Bogot? D.C.; HALLIBURTON LATIN AMERICA SA; INGENIERO DE LODO;D;D;01/01/2011;01/01/2099
2171; Colombia; Cundinamarca; Bogot? D.C.; Ingenier?a Strycon; Ingeniera De Procesos;D;D;01/08/2011;01/01/2099
2290; Colombia; Cundinamarca; Bogot? D.C.; World Tours; Asistente De Turismo;D;D;01/08/2011;01/01/2099
5187;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASESOR;0;0;11/25/2016;01/01/2999
307; Colombia; Cundinamarca; Bogot? D.C.; Multisponsor; Ejecutiva De Cuenta;D;D;01/08/2009;01/01/2099
2090; Colombia; Cundinamarca; Bogot? D.C.; Enprocol Ltda; Ingeniera Y Subgerente;D;D;01/08/2011;01/01/2099
784; Colombia; Cundinamarca; Bogot? D.C.; ALPINA; ANALISTA DE ING. INDUSTRIAL;D;D;01/01/2009;01/01/2099
5423;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DOCENTE;0;0;2/5/2013;01/01/2999
1447;NA;NA;NA; Secretaria De Integraci?n Social; Evaluador;D;D;01/01/2010;01/01/2099
6475;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ABOGADA;0;0;4/1/2016;01/01/2999
7162;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL;0;0;7/13/2011;01/01/2999
4203; Colombia; Cundinamarca; Bogot? D.C.; Unidad Nacional De Gestion De Riesgos De Desastres; Abogada;D;D;01/08/2013;01/01/2099
2301; Colombia; Cundinamarca; Bogot? D.C.; Cajanal En Liquidaci?n; Abogado;D;D;01/08/2011;01/01/2099
1886; Colombia; Cundinamarca; Bogot? D.C.; Spencer Stuart; Asociada Junior De Investigacion;D;D;01/01/2010;01/01/2099
2167; Colombia; Antioquia; Medell?n;NA;NA;D;D;01/08/2011;01/01/2099
5662;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/2/2015;01/01/2999
3196; Colombia; Cundinamarca; Bogot? D.C.; Ministerio De Defensa Nacional; Asesor;D;D;01/08/2012;01/01/2099
1147;NA;NA;NA; Gesti?n De Riesgo; Analista;D;D;01/08/2010;01/01/2099
456;NA;NA;NA; GM COLMOTORES; Ingeniero Descripci?n Del Producto;D;D;01/01/2009;01/01/2099
4044; Colombia; Cundinamarca; Bogot? D.C.; UNIANDES; ASISTENTE GRADUADO DE INVESTIGACION;D;D;01/01/2012;01/01/2099
7097;ALEMANIA;RENANIA DEL NORTE-WESTFALIA;COLONIA;NA;NA;0;0;3/12/2015;01/01/2999
1675; Colombia; Cundinamarca; Bogot? D.C.; Danone Alqueria; Asistente De Trade Marketing;D;D;01/01/2010;01/01/2099
2182; Colombia; Cundinamarca; Bogot? D.C.; Euroambientes; Coordinadora De Proyectos;D;D;01/08/2011;01/01/2099
6489;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL CONTROL COSTOS;0;0;11/23/2016;01/01/2999
3656; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Asisrente Graduado;D;D;01/01/2012;01/01/2099
4016; Colombia; Cundinamarca; Bogot? D.C.; aring Arquitectura Integrada; acquiecta;D;D;01/01/2012;01/01/2099
6158;COLOMBIA;CUNDINAMARCA;CHIA;NA;NA;0;0;7/24/2013;01/01/2999
5059; Colombia; Cundinamarca; Bogot? D.C.; 360 Galleria;NA;D;D;01/01/2013;01/01/2099
6821;NA;NA;NA;NA;PENSIONADO;0;0;1/1/2001;01/01/2999
5987;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/19/2008;01/01/2999
2701; Colombia;NA; Casabnare; fundacion Palmarito; investigador;D;D;01/01/2011;01/01/2099
1304;NA;NA;NA; Gotaplast; Ingeniero De Proceso;D;D;01/08/2010;01/01/2099
2967; Colombia; Cundinamarca; Bogot? D.C.; INSTITUTO NACIONAL DE MEDICINA LEGAL; PROFESIONAL ESPECIALIZADO FORENSE;D;D;01/01/2011;01/01/2099
3931; Colombia; Cundinamarca; Bogot? D.C.; Corfi Colombiana; analista De Inversiones;D;D;01/01/2012;01/01/2099
6653;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESORA DE PORTUGUES;0;0;12/20/2016;01/01/2999
1154;NA;NA;NA; Banco De La Republica; Profesional;D;D;01/08/2010;01/01/2099
6558;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTIVO 1ER NIVEL;0;0;11/21/2016;01/01/2999
5022; Colombia; Cundinamarca; Bogot? D.C.; EXPLICAMOS SA; productor Ejecutiva;D;D;01/01/2013;01/01/2099
619; Colombia; Cundinamarca; Bogot? D.C.; LA PELUQUERIA; PELUQUERA;D;D;01/01/2009;01/01/2099
3763; Colombia; Atl?ntico; Barranquilla; ARTY; ACCIONISTA;D;D;01/01/2012;01/01/2099
6885;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR FINANCIERO;0;0;9/27/2016;01/01/2999
5031; Colombia; Cundinamarca; Bogot? D.C.; comop Tecnoligia La 9; desarrollo De Men;D;D;01/01/2013;01/01/2099
5263;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;11/19/2014;01/01/2999
5123; Colombia; Cundinamarca; Bogot? D.C.; Software House Ltda; Desarrollador;D;D;01/01/2013;01/01/2099
6017;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL EN ENTRENAMIENTO;0;0;11/28/2014;01/01/2999
2821; Colombia; Bolivar; Cartagena De Indias; Bull Petroleum SAS; Ingeniera De Calidad;D;D;01/01/2011;01/01/2099
5313;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTORA DE OBRA;0;0;11/25/2014;01/01/2999
6972;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE DE PORTAFOLIO;0;0;10/18/2016;01/01/2999
1925; Colombia; Atl?ntico; Barranquilla;NA;NA;D;D;01/01/2010;01/01/2099
6712;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/20/2015;01/01/2999
5876;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;7/1/2016;01/01/2999
2473; Colombia; Cundinamarca; Bogot? D.C.; SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO; ABOGADA;D;D;01/01/2011;01/01/2099
265; Colombia; Cundinamarca; Bogot? D.C.; Nike; Coordinadora De Mercadeo;D;D;01/08/2009;01/01/2099
4684; Colombia; Cundinamarca; Bogot? D.C.; Industria Militar; Jefe De Planta;D;D;01/01/2013;01/01/2099
386; Colombia; Cundinamarca; Bogot? D.C.; Carrefour; Jefe De Seccion De Finanzas;D;D;01/08/2009;01/01/2099
2911; Colombia; Cundinamarca; Bogot? D.C.; AVIANCATACA; Especialista En Analisis De Mercado;D;D;01/01/2011;01/01/2099
6370;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;7/29/2011;01/01/2999
6554;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE;0;0;4/27/2012;01/01/2999
6697;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;1/20/2016;01/01/2999
2355; Colombia; Cundinamarca; Bogot? D.C.; Citibank; Analista Area De Cobranza;D;D;01/08/2011;01/01/2099
6094;COLOMBIA;BOLIVAR;CARTAGENA;NA;GERENTE;0;0;12/1/2016;01/01/2999
5209;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA;0;0;11/30/2016;01/01/2999
5124; Colombia; Cundinamarca; Bogot? D.C.; v; lm;D;D;01/01/2013;01/01/2099
6357;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/18/2016;01/01/2999
6351;COLOMBIA;HUILA;NEIVA;NA;DIRECTIVO;0;0;11/19/2010;01/01/2999
7067;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANTROPOLOGA;0;0;11/17/2016;01/01/2999
2551; Colombia; Cundinamarca; Bogot? D.C.; Cruz Roja Colombiana; Medico Rural;D;D;01/01/2011;01/01/2099
5591;CANADA;ONTARIO;RICHMOND HILL;NA;DBA / SYSTEMS PROGRAMMER;0;0;10/3/2016;01/01/2999
6298;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;CARTERA COLECTIVA;0;0;8/3/2012;01/01/2999
5694;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;7/8/2015;01/01/2999
7121;COLOMBIA;CUNDINAMARCA;SOACHA;NA;NA;0;0;11/27/2014;01/01/2999
5879;ALEMANIA;BERLIN;BERLIN;NA;NA;0;0;11/17/2016;01/01/2999
1254;NA;NA;NA; Davivienda; Profesional De Inversiones;D;D;01/08/2010;01/01/2099
2215; Colombia; Cundinamarca; Bogot? D.C.; Hospital Rafael Uribe Uribe; M?dico;D;D;01/08/2011;01/01/2099
4117; Colombia; Cundinamarca; Bogot? D.C.; macrofs Colombia; Coordina De Exsterde Fe Mejoeria;D;D;01/08/2013;01/01/2099
3023;NA;NA;NA; Uniandes; Coordinadora;D;D;01/08/2012;01/01/2099
5814;ESPA?A;COMUNIDAD DE MADRID;MADRID (ESPA?A);NA;GERENTE;0;0;12/10/2014;01/01/2999
4713; Colombia; Cundinamarca; Bogot? D.C.; Industria Militar De Colombia; Jefe De Taller;D;D;01/01/2013;01/01/2099
4214; Colombia; Cundinamarca; Bogot? D.C.; Policia Nacional; Medico Rural;D;D;01/08/2013;01/01/2099
5227;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ABOGADA JUNIOR;0;0;10/3/2014;01/01/2999
6095;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/30/2010;01/01/2999
2568; Colombia; Cundinamarca; Bogot? D.C.; ACI; DESARROLLADOR;D;D;01/01/2011;01/01/2099
3078; Colombia; Cundinamarca; Bogot? D.C.; LAN Airlines Colombia; Supervisor CCO;D;D;01/08/2012;01/01/2099
2045; Colombia; Cundinamarca; Bogot? D.C.; Quarck Enginnere S.A.S.; Gerente Comercial;D;D;01/08/2011;01/01/2099
3846; Colombia; Cundinamarca; Bogot? D.C.; AVIANCA; ESPECIALISTA;D;D;01/01/2012;01/01/2099
4499; Colombia; Cundinamarca; Bogot? D.C.; Banco Davivienda SA; profesional I De Planeaci?n;D;D;01/08/2013;01/01/2099
316; Colombia; Magdalena; Santa Marta;NA;NA;D;D;01/08/2009;01/01/2099
3462; Colombia; Cundinamarca; Bogot? D.C.; Correval; Analista Banca De Inverci?n;D;D;01/08/2012;01/01/2099
5636;COLOMBIA;CALDAS;MANIZALES;NA;NA;0;0;8/27/2014;01/01/2999
3250; Colombia; Atl?ntico; Barranquilla;NA;NA;D;D;01/08/2012;01/01/2099
6368;COLOMBIA;ATLANTICO;BARRANQUILLA;NA;NA;0;0;9/18/2002;01/01/2999
123; Colombia; Cundinamarca; Bogot? D.C.; Coca-Cola Femsa; Especialista De Proyectos E Inversiones;D;D;01/08/2009;01/01/2099
4636;NA;NA;NA; CLINAN DIN; MEDIDOD;D;D;01/01/2013;01/01/2099
6212;BOLIVIA;SANTA CRUZ;SANTA CRUZ DE LA SIE;NA;LIDER MECANICO;0;0;10/6/2015;01/01/2999
199; Colombia; Cundinamarca; Bogot? D.C.; 313 Dg; Dise?ador Industrial;D;D;01/08/2009;01/01/2099
2823; Colombia; Cundinamarca; Bogot? D.C.; PRAVYC INGENIEROS; RESIDENTE DE OBRA;D;D;01/01/2011;01/01/2099
4495; Colombia; Cundinamarca; Bogot? D.C.; Eximo Colombia; Desarrollador De Aplicaciones;D;D;01/08/2013;01/01/2099
5801;ECUADOR;DISTRITO METROPOLITANO DE QUIT;QUITO;NA;NA;0;0;2/16/2010;01/01/2999
583; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; ASISTENTE ADMINISTRATIVA;D;D;01/01/2009;01/01/2099
1564; Colombia; Cundinamarca; Bogot? D.C.; Niwisa; Gerente Comercial;D;D;01/01/2010;01/01/2099
75; Colombia; Cundinamarca; Bogot? D.C.; Ministerio De Educaci?n Nacional; Profesional Especializado;D;D;01/08/2009;01/01/2099
6745;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;4/27/2010;01/01/2999
5193;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;5/20/2015;01/01/2999
1384;NA;NA;NA; Zemoga; Editora;D;D;01/08/2010;01/01/2099
5207;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;8/2/2011;01/01/2999
209; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Profesor De C?tedra;D;D;01/08/2009;01/01/2099
2645; Colombia; Cundinamarca; Bogot? D.C.; FUNDEFA Colegio Gimansio Del Norte; Profesor De Matem?ticas;D;D;01/01/2011;01/01/2099
3701; Colombia; Cundinamarca; Bogot? D.C.; Cemex; Profesional En Desarrollo;D;D;01/01/2012;01/01/2099
395; Colombia; Cundinamarca; Bogot? D.C.; Arc Ltda; Ventas Y Servicio Al Cliente;D;D;01/08/2009;01/01/2099
7154;CANADA;ONTARIO;TORONTO;NA;NA;0;0;12/15/2014;01/01/2999
2366; Colombia; Cundinamarca; Bogot? D.C.; Colegio Mar?a Angela; Docente;D;D;01/08/2011;01/01/2099
3894; Colombia; Cundinamarca; Bogot? D.C.; Indexcol; Social Media Analyst;D;D;01/01/2012;01/01/2099
3475; Colombia; Cundinamarca; Bogot? D.C.; CONSORCIO CONSTRUCTOR NUEVO DORADO; INGENIERO RESIDENTE;D;D;01/08/2012;01/01/2099
6085;HOLANDA;ZUID-HOLLAND;NO DISPONIBLE;NA;ASISTENTE DE INVESTIGACION;0;0;7/7/2016;01/01/2999
5137; Colombia; Cundinamarca; Bogot? D.C.; Asobancaria; Profesional Junior;D;D;01/01/2013;01/01/2099
3981; Colombia; Cundinamarca; Bogot? D.C.; Centro De Liderago Y Gestion; Apoyo En Dialoogs Y Cons;D;D;01/01/2012;01/01/2099
6856;NA;NA;NA;NA;NA;0;0;4/25/2006;01/01/2999
6854;COLOMBIA;CUNDINAMARCA;CHIA;NA;NA;0;0;11/13/2014;01/01/2999
7165;COLOMBIA;CUNDINAMARCA;ZIPAQUIRA;NA;INGENIERO DE DESAROLLO;0;0;5/20/2015;01/01/2999
5240;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE DE PRODUCTO;0;0;1/26/2015;01/01/2999
6783;NA;NA;NA;NA;NA;0;0;5/19/2008;01/01/2999
6917;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;9/14/2015;01/01/2999
2440; Colombia; Cundinamarca; Bogot? D.C.; Fundaci?n Salutia; Investigador;D;D;01/08/2011;01/01/2099
5330;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE DE PROYECTOS;0;0;11/20/2014;01/01/2999
1153;NA;NA;NA; Fundacion Gimnasio Los Portales; Docente;D;D;01/08/2010;01/01/2099
5250;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;9/22/2015;01/01/2999
6109;COLOMBIA;VALLE;CALI;NA;NA;0;0;5/8/2015;01/01/2999
5659;BRASIL;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;5/20/2013;01/01/2999
3922; Colombia; Cundinamarca; Bogot? D.C.; Presidencia De La Rep?blica; Alta Consejer?a Para Asuntos Pol?ticos;D;D;01/01/2012;01/01/2099
6011;CANADA;ONTARIO;WHITBY;NA;MANAGING DIRECTOR CANADA;0;0;5/29/2015;01/01/2999
1228;NA;NA;NA; Bbva; Analista De Sistemas;D;D;01/08/2010;01/01/2099
5759;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INGENIERO DE CAMPO;0;0;1/18/2012;01/01/2999
2230; Colombia; Cundinamarca; Bogot? D.C.; El Tiempo; Analista De Mercadeo;D;D;01/08/2011;01/01/2099
4761; Colombia; Cundinamarca; Bogot? D.C.; Grupo Lar; Trainee;D;D;01/01/2013;01/01/2099
4338; Colombia; Cundinamarca; Bogot? D.C.; RCN Television; Asistende De Dirccion;D;D;01/08/2013;01/01/2099
4284; Colombia; Cundinamarca; Bogot? D.C.; Philip Morris Intenational; Analista Legal;D;D;01/08/2013;01/01/2099
5310;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE FILIAL DEL EXTERIOR;0;0;2/13/2015;01/01/2999
5476;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;4/27/2012;01/01/2999
699; Colombia; Cundinamarca; Bogot? D.C.; DeLima Marsh; Asistente Compliance;D;D;01/01/2009;01/01/2099
2514;NA; Cundinamarca; Bogot? D.C.; CONSULTORIO JURIDICO / PROYECTO PROGRESA FENICIA UNIVERSIDAD DE LOS ANDES; TUTORA AREA PATRIMONIAL / ASISTENTE;D;D;01/01/2011;01/01/2099
1544; Colombia; Cundinamarca; Bogot? D.C.; Revista Artnexos; Escritora;D;D;01/01/2010;01/01/2099
3091; Colombia; Cundinamarca; Bogot? D.C.; INTANGIBLE; SOCIA;D;D;01/08/2012;01/01/2099
6611;BRASIL;RIO DE JANEIRO;RIO DE JANEIRO;NA;INVESTIGADOR DOCTORAL;0;0;3/14/2013;01/01/2999
6507;COLOMBIA;ATLANTICO;BARRANQUILLA;NA;NA;0;0;1/17/2011;01/01/2999
1579; Colombia; Cundinamarca; Bogot? D.C.; Gran Tierra Energy Colombia Ltda; Profesional Organizacion Y Metodos;D;D;01/01/2010;01/01/2099
6450;COLOMBIA;META;VILLAVICENCIO;NA;NA;0;0;12/10/2014;01/01/2999
3831; Colombia; Cundinamarca; Bogot? D.C.; Banco De Bogot?; Gerente De Oficina;D;D;01/01/2012;01/01/2099
2885; Colombia; Cundinamarca; Bogot? D.C.; TEAM FOODS; COORDINADOR DE RIESGO;D;D;01/01/2011;01/01/2099
5239;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA DE CREDITO;0;0;12/10/2014;01/01/2999
7105;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;MARKETING INNOVATION MANAGER LATAM;0;0;10/19/2014;01/01/2999
657; Colombia; Cundinamarca; Bogot? D.C.; MINISTERIO DE EDUCACION; DESARROLLADORA PROGRAMA EDUCATIVO;D;D;01/01/2009;01/01/2099
5393;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;3/4/2013;01/01/2999
6248;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;3/14/2016;01/01/2999
2394; Colombia; Cundinamarca; Bogot? D.C.; Ldg; Dise?adora;D;D;01/08/2011;01/01/2099
1200;NA;NA;NA; Dnp; Consultor;D;D;01/08/2010;01/01/2099
7017;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR DE INNOVACION;0;0;6/3/2016;01/01/2999
139; Colombia; Cundinamarca; Bogot? D.C.; Coca-Cola Femsa; Especialista Legal;D;D;01/08/2009;01/01/2099
1284;NA;NA;NA; Unilever; Category Managment Analyst;D;D;01/08/2010;01/01/2099
214; Colombia; Cundinamarca; Bogot? D.C.; Femsa; Mercadeo;D;D;01/08/2009;01/01/2099
4287; Colombia; Cundinamarca; Bogot? D.C.; Ejercito Nacinal; Medica Rural;D;D;01/08/2013;01/01/2099
6677;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;2/6/2015;01/01/2999
6170;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;1/16/2015;01/01/2999
5129; Colombia; Cundinamarca; Bogot? D.C.; inelectra Colombia Sas; ingeniero De Proyectos;D;D;01/01/2013;01/01/2099
6321;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASISTENTE;0;0;12/1/2016;01/01/2999
5815;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASESOR;0;0;8/27/2015;01/01/2999
6928;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESOR;1;0;11/28/2016;01/01/2999
2320; Colombia; Cundinamarca; Bogot? D.C.; International Elevator Inc - Otis; Ingeniero Comercial;D;D;01/08/2011;01/01/2099
2907; Colombia; Cundinamarca; Bogot? D.C.; HSBC; ANALISTA DE RIESGO;D;D;01/01/2011;01/01/2099
5192;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASESORA;0;0;4/29/2010;01/01/2999
632; Colombia; Cundinamarca; Bogot? D.C.; Grupo NeuroSketch; Co-director;D;D;01/01/2009;01/01/2099
4673; Canad?; Ontario; Toronto;NA;NA;D;D;01/01/2013;01/01/2099
1123;NA;NA;NA; British American Tabaco; Representante De Trade Marketing;D;D;01/08/2010;01/01/2099
7171;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;BACTERIOLOGA;0;0;10/2/2015;01/01/2999
5038; Colombia; Cundinamarca; Bogot? D.C.; Santamaria Urbanismo; Arquitecta;D;D;01/01/2013;01/01/2099
6494;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;REPRESENTANTE DE VENTAS;0;0;3/27/2009;01/01/2999
2916; Colombia; Cundinamarca; Soacha; PROALCO S.A.S; ASISTENTE DE RECURSOS HUMANOS;D;D;01/01/2011;01/01/2099
6319;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE DE MERCADEO Y TALENTO HUMANO;0;0;12/2/2016;01/01/2999
3511; Panam?; Panam?; Panam?; Belcorp; Analista De Pricing;D;D;01/08/2012;01/01/2099
5836;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;CONSULTOR;0;0;8/25/2015;01/01/2999
