id;beneficiarioQE;gradoEgresado;nivelGrado;semestreGrado
2198;0;Politólogo;Pregrado;1993-20
2956;0;Profesional en Lenguas Modernas;Pregrado;1984-10
776;0;Abogado;Pregrado;1998-20
535;0;Politólogo;Pregrado;1981-20
2367;0;Historiador;Pregrado;2008-10
2738;0;Músico con Enfasis en Instrumento - Clarinete;Pregrado;2013-20
99;0;Mag?ster en Historia;Maestr?a;2017-10
530;0;Especialista en Recursos Humanos;Especialización;1998-20
1043;0;Microbiólogo;Pregrado;1974-20
326;0;Doctor en Ciencias - F?sica;Doctorado;2018-10
1795;0;Antropólogo;Pregrado;1985-10
727;0;Biólogo;Pregrado;2015-20
2244;0;Politólogo;Pregrado;1993-10
3081;0;Profesional en Lenguas Modernas;Pregrado;1984-20
1720;0;Arquitecto;Pregrado;1962-20
452;0;Mag?ster en Salud P?blica;Maestr?a;2018-10
837;0;Psicólogo;Pregrado;2002-10
1817;1;Magíster en Derecho;Maestría;2016-10
2363;0;Historiador;Pregrado;2008-20
103;0;Mag?ster en Historia;Maestr?a;2017-20
2809;0;Profesional en Lenguas Modernas;Pregrado;1996-10
367;0;Doctor en Ciencias - Biolog?a;Doctorado;2018-10
604;0;Magíster en Gerencia y Práctica del Desarrollo;Maestría;2015-20
2281;0;Arquitecto;Pregrado;1962-10
534;0;Biólogo;Pregrado;2015-10
393;0;Economista;PROFESIONAL;2018-10
1059;0;Psicólogo;Pregrado;2002-20
1620;0;Antropólogo;Pregrado;1973-20
1379;0;Microbiólogo;Pregrado;1986-10
2989;0;Matemático;Pregrado;1997-10
2932;0;Profesional en Lenguas Modernas;Pregrado;1996-20
1079;0;Magíster en Microbiología;Maestría;1990-20
44;0;Mag?ster en Estudios Internacionales;Maestr?a;2017-10
3114;0;LicenciadO en Lenguas Modernas;Pregrado;1975-20
1347;0;Psicólogo;Pregrado;2014-10
1864;0;Magíster en Ciencias-Química;Maestría;2015-10
825;0;Especialista en Creación Multimedia;Especialización;2002-10
3115;0;Magíster en Matemáticas;Maestría;2003-20
505;0;Microbiólogo;Pregrado;2009-10
1485;0;Abogado;Pregrado;2001-20
163;0;Doctor en Ciencia Pol?tica;Doctorado;2017-20
455;0;Especialista en Medios de Comunicación;Especialización;1995-20
2325;0;Especialista en Recursos Humanos;Especialización;2001-10
1421;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2016-20
472;0;Especialista en Creación Multimedia;Especialización;2014-10
1790;0;Magíster en Periodismo;Maestría;2013-10
1328;0;Magíster en Derecho;Maestría;2007-10
524;0;Abogado;Pregrado;2013-20
1566;0;Especialista en Gestión de Riesgo y Control de Instituciones Financieras;Especialización;2011-20
1549;0;Magíster en Administración;Maestría;2012-20
2201;0;Delineante de Arquitectura;Pregrado;1962-20
319;0;Mag?ster en Arquitectura;Maestr?a;2018-10
880;0;Psicólogo;Pregrado;2014-20
1943;0;Magíster en Ciencias-Química;Maestría;2015-20
308;0;Polit?logo;PROFESIONAL;2018-10
2157;0;Politólogo;Pregrado;1981-10
1302;0;Abogado;Pregrado;2001-10
1145;0;Especialista en Recursos Humanos;Especialización;2001-20
2040;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2016-10
1508;D;Abogado;Pregrado;2002-20
2984;0;Magíster en Matemáticas;Maestría;2015-10
2766;0;Músico con Enfasis en Instrumento - Viola;Pregrado;2015-10
758;0;Magíster en Finanzas;Maestría;2015-20
2167;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1973-20
808;0;Magíster en Finanzas;Maestría;2015-10
2593;0;Músico con Enfasis en Guitarra;Pregrado;2002-10
1412;0;Antropólogo;Pregrado;2012-10
2697;0;Especialista en Ciudad y Arquitectura;Especialización;2008-20
2602;D;Músico;Pregrado;1993-10
1809;0;Especialista en Derecho Comercial;Especialización;2010-10
401;0;Economista;Pregrado;2018-20
1632;D;Microbiólogo;Pregrado;1970-10
3103;0;Magíster en Matemáticas;Maestría;2003-10
2095;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1973-10
1091;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;1996-20
2734;0;Músico con Enfasis en Guitarra;Pregrado;2002-20
1806;0;Especialista en Administración Financiera;Especialización;2016-20
1136;0;Antropólogo;Pregrado;2012-20
447;0;Doctor en Educaci?n;Doctorado;2018-10
1967;0;Especialista en Derecho Comercial;Especialización;2009-20
2369;0;Magíster en Ciencia Política;Maestría;2003-10
967;D;Especialista en Tributación;Especialización;1993-20
486;0;Administrador de Empresas;Pregrado;1985-20
2529;0;Magíster en Microbiología;Maestría;1977-10
1060;0;Antropólogo;Pregrado;2000-10
2806;0;Músico con Enfasis en Composición;Pregrado;2006-10
1586;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2007-10
185;D;Mag?ster en Econom?a;Maestr?a;2017-20
261;0;Profesional en Gobierno y Asuntos P?blicos;Pregrado;2017-20
2146;0;Magíster en Ciencia Política;Maestría;2003-20
673;0;Maestro en Arte. Concentración: Medios Electrónicos y Artes del Tiempo;Pregrado;2014-10
1261;0;Especialista en Tributación;Especialización;2011-10
1703;0;Magíster en Dirección Universitaria;Maestría;1999-10
2224;0;Licenciado en Biología;Pregrado;1979-20
527;D;Maestro en Artes Plásticas;Pregrado;1995-20
913;0;Administrador de Empresas;Pregrado;1985-10
960;0;Antropólogo;Pregrado;2000-20
2772;0;Músico con Enfasis en Guitarra;Pregrado;2014-10
1028;0;Arquitecto;Pregrado;1981-10
944;0;Especialista en Periodismo;Especialización;2002-20
903;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2012-10
2251;0;Delineante de Arquitectura;Pregrado;1974-10
411;0;Doctor en Econom?a;Doctorado;2018-10
2536;0;Magíster en Geografía;Maestría;2016-20
2416;0;Magíster en Biología;Maestría;1977-20
1741;0;Magíster en Dirección Universitaria;Maestría;1999-20
1118;0;Psicólogo;Pregrado;1993-20
1061;0;Especialista en Tributación;Especialización;2011-20
992;0;Maestro en Arte. Concentración: Medios Electrónicos y Artes del Tiempo;Pregrado;2014-20
804;0;Magíster en Ciencia Política;Maestría;2015-10
1016;0;Administrador de Empresas;Pregrado;2008-20
532;0;Arquitecto;Pregrado;1981-20
169;0;Mag?ster en Econom?a;Maestr?a;2017-10
2920;D;Magíster en Matemáticas;Maestría;2015-20
1644;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2012-20
2469;0;Magíster en Geografía;Maestría;2016-10
39;0;Mag?ster en Estudios Internacionales;Maestr?a;2017-20
1781;0;Filósofo;Pregrado;1957-20
2913;0;LicenciadO en Lenguas Modernas;Pregrado;1975-10
2106;0;Politólogo;Pregrado;2002-20
909;0;Psicólogo;Pregrado;1993-10
309;0;Profesional en Lenguas y Cultura;Pregrado;2018-10
562;0;Magíster en Ciencia Política;Maestría;2015-20
627;0;Administrador de Empresas;Pregrado;2008-10
1603;0;Magíster en Microbiología;Maestría;1989-20
2502;0;Historiador;Pregrado;1999-10
545;0;Arquitecto;Pregrado;1993-10
1898;0;Magíster en Ciencias-Química;Maestría;2012-20
1340;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2013-20
3049;0;LicenciadO en Lenguas Modernas;Pregrado;1978-10
2974;0;Maestro en Textiles;Pregrado;1999-20
2764;0;Músico con Enfasis en Teoría;Pregrado;1997-20
175;0;Ingeniero Electr?nico;Pregrado;2017-20
269;0;Historiador del Arte;Pregrado;2018-20
1728;0;Filósofo;Pregrado;1970-10
1715;0;Magíster en Filosofía;Maestría;2011-20
3223;0;Maestro en Bellas Artes;Pregrado;1973-20
1807;0;Filósofo;Pregrado;1969-10
2669;0;Músico con Enfasis en Instrumento - Piano;Pregrado;1996-10
1956;0;Especialista en Régimen Contractual;Especialización;1998-20
2357;0;Magíster en Ciencias-Física;Maestría;2008-20
666;0;Arquitecto;Pregrado;1993-20
2103;0;Magíster en Biología;Maestría;2001-10
2227;0;Físico;Pregrado;2009-10
811;0;Microbiólogo;Pregrado;2001-10
2274;0;Físico;Pregrado;2010-10
1627;0;LicenciadO en Lenguas Modernas;Pregrado;1978-20
2982;0;Maestro en Textiles;Pregrado;1999-10
306;0;Especialista en Gesti?n P?blica e Instituciones Administrativas;Especializaci?n;2018-20
2815;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;1981-20
1029;0;Microbiólogo;Pregrado;2013-10
2885;0;LicenciadO en Lenguas Modernas;Pregrado;1966-10
1770;0;Filósofo;Pregrado;1969-20
1637;0;Maestro en Bellas Artes;Pregrado;1973-10
3029;0;Profesional en Lenguas Modernas;Pregrado;1999-20
1552;0;Magíster en Antropología;Maestría;2012-20
2580;0;Magíster en Ciencias-Física;Maestría;2008-10
2503;0;Físico;Pregrado;2009-20
1497;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2010-20
1369;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2003-20
555;0;Especialista en Banca;Especialización;1996-10
922;0;Microbiólogo;Pregrado;2013-20
1739;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;1999-20
1742;0;Magíster en Dirección Universitaria;Maestría;2005-10
2841;0;LicenciadO en Lenguas Modernas;Pregrado;1991-10
2773;0;Magíster en Física;Maestría;2005-20
2968;0;Maestro en Textiles;Pregrado;1987-10
1433;0;Administrador de Empresas;Pregrado;2012-10
1258;0;Filósofo;Pregrado;1982-10
1595;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2003-10
2708;0;Músico con Enfasis en Dirección Coral;Pregrado;2011-10
1324;0;Especialista en Legislación Financiera;Especialización;1991-20
361;0;Bi?logo;Pregrado;2018-10
1774;0;Filósofo;Pregrado;1970-20
591;0;Administrador de Empresas;Pregrado;2012-20
2308;0;Magíster en Filosofía;Maestría;2011-10
1779;0;Magíster en Dirección Universitaria;Maestría;2005-20
2323;0;Magíster en Física;Maestría;2005-10
2483;0;Doctor en Ciencias - Física;Doctorado;2010-20
1507;0;Administrador de Empresas;Pregrado;1994-10
1672;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2009-10
2509;0;Magíster en Psicología;Maestría;2008-10
229;0;Especialista en Construcci?n de Software;Especializaci?n;2017-10
2179;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1961-10
1337;0;Filósofo;Pregrado;1994-20
2616;0;Especialista en Legislación Financiera;Especialización;1991-10
1047;0;Antropólogo;Pregrado;2008-20
579;0;Especialista en Periodismo;Especialización;2005-20
553;0;Administrador de Empresas;Pregrado;1982-20
2917;0;Maestro en Textiles;Pregrado;1975-10
2784;0;Músico con Enfasis en Guitarra;Pregrado;2005-20
3091;0;Matemático;Pregrado;1973-10
1619;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2009-20
3144;0;Maestro en Textiles;Intermedio;1995-10
1414;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2010-10
1078;D;Doctor en Administración;Doctorado;2013-10
1228;0;Especialista en Finanzas;Especialización;1988-20
2338;0;ESPECIALISTA EN FAMILIA;Especialización;1984-10
264;0;Mag?ster en Administraci?n;Maestr?a;2018-10
154;0;Mag?ster en Derecho Internacional;Maestr?a;2017-20
2194;0;Especialista en Legislación Financiera;Especialización;2008-20
1352;0;Filósofo;Pregrado;1982-20
2914;0;Maestro en Textiles;Pregrado;1975-20
3229;0;Doctor en Ciencias - Biología;Doctorado;2016-20
1545;0;Magíster en Administración;Maestría;2000-10
3108;0;Matemático;Pregrado;1973-20
1568;0;Especialista en Inteligencia de Mercados;Especialización;2016-10
1437;0;Maestro en Arte. Concentración: Historia y Teoría del Arte;Pregrado;2006-20
1634;0;Administrador de Empresas;Pregrado;2000-20
2637;0;Músico con Enfasis en Guitarra;Pregrado;1999-20
2175;0;Especialista en Teoría y Experiencias en Resolución de Conflictos Armados;Especialización;2007-10
354;D;Doctor en Matem?ticas;Doctorado;2018-10
1176;0;Magíster en Administración;Maestría;2012-10
1873;0;Magíster en Derecho;Maestría;2011-20
1005;0;Especialista en Finanzas;Especialización;1988-10
917;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2015-10
3054;0;Magíster en Diseño;Maestría;2016-20
1574;0;Especialista en Legislación Financiera;Especialización;2008-10
176;0;Ingeniero Civil;Pregrado;2017-20
1320;0;Especialista en Mercadeo;Especialización;2001-10
1325;0;Magíster en Administración;Maestría;2000-20
174;0;Ingeniero Electr?nico;Pregrado;2017-10
3088;0;Magíster en Psicología;Maestría;2008-20
1169;0;Administrador de Empresas;Pregrado;2000-10
2215;0;Especialista en Teoría y Experiencias en Resolución de Conflictos Armados;Especialización;2007-20
2271;0;Filósofo;Pregrado;1994-10
1301;0;Magíster en Derecho;Maestría;2011-10
1011;0;Especialista en Tributación;Especialización;2014-20
2907;0;Matemático;Pregrado;2003-10
3001;0;Matemático;Pregrado;1985-20
1246;0;Antropólogo;Pregrado;2008-10
1050;0;Administrador de Empresas;Pregrado;1982-10
1268;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2015-20
2394;0;Diseñador;Pregrado;2013-20
1014;0;Especialista en Mercadeo;Especialización;2001-20
1540;0;Psicólogo;Pregrado;1984-20
1560;0;Antropólogo;Pregrado;1994-20
1172;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2014-20
181;0;Mag?ster en Ingenier?a Biom?dica;Maestr?a;2017-10
1922;0;Literato;Pregrado;2004-20
1759;0;Especialista en Derecho Constitucional;Especialización;1996-20
128;0;M?sico con Enfasis en Instrumento - Canto;Pregrado;2017-20
1521;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2011-20
2434;0;Diseñador;Pregrado;2013-10
3078;0;Matemático;Pregrado;2015-20
1731;0;Filósofo;Pregrado;2008-10
1017;D;Biólogo;Pregrado;2001-20
855;0;Antropólogo;Pregrado;1994-10
180;0;Mag?ster en Ingenier?a Biom?dica;Maestr?a;2017-20
2411;0;Historiador;Pregrado;2005-10
448;0;Especialista en Gesti?n de Instituciones Educativas;Especializaci?n;2018-20
1874;0;Literato;Pregrado;2004-10
135;0;M?sico con Enfasis en Instrumento - Canto;Pregrado;2017-10
941;0;Psicólogo;Pregrado;1996-10
1260;0;Antropólogo;Pregrado;1982-20
935;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2002-20
1863;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2011-10
1613;0;Filósofo;Pregrado;2008-20
1735;0;Especialista en Derecho Comercial;Especialización;1992-20
848;D;Especialista en Legislación Financiera;Especialización;2009-20
587;0;Biólogo;Pregrado;1976-20
379;0;Especialista en Derecho Comercial;Especializaci?n;2018-10
1889;0;Magíster en Gerencia Ambiental;Maestría;2013-10
2360;0;Magíster en Historia;Maestría;2015-10
812;0;Psicólogo;Pregrado;1996-20
1239;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2004-10
2366;0;Bacteriólogo;Pregrado;1994-10
337;0;Mag?ster en Ciencia Pol?tica;Maestr?a;2018-10
110;0;M?sico con Enfasis en Producci?n de Audio;Pregrado;2017-20
2472;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2014-10
370;0;Especialista en Derecho Comercial;Especializaci?n;2018-20
3123;0;Doctor en Psicología;Doctorado;2013-20
2176;0;Bacteriólogo;Pregrado;1994-20
1335;D;Magíster en Derecho Privado;Maestría;2014-20
1921;0;Literato;Pregrado;2016-10
355;0;Mag?ster en Matem?ticas;Maestr?a;2018-10
118;0;M?sico con Enfasis en Producci?n de Audio;Pregrado;2017-10
3220;0;Antropólogo;Pregrado;1969-20
2163;0;Bacteriólogo;Pregrado;1982-10
1070;0;Antropólogo;Pregrado;1970-10
366;0;Bi?logo;Pregrado;2018-20
131;0;Dise?ador Industrial;Pregrado;2017-20
2978;0;Maestro en Textiles;Pregrado;2002-20
2679;0;Doctor en Ciencias - Física;Doctorado;2009-20
2395;0;Físico;Pregrado;1995-20
1996;0;Politólogo;Pregrado;1996-20
100;0;Historiador;Pregrado;2017-20
1393;0;Especialista en Derecho Comercial;Especialización;2006-20
1071;D;Magíster en Periodismo;Maestría;2013-20
2121;0;Bacteriólogo;Pregrado;1982-20
2951;0;Maestro en Textiles;Pregrado;2002-10
1374;0;Magíster en Gerencia Ambiental;Maestría;2013-20
2756;1;Músico con Enfasis en Instrumento - Contrabajo;Pregrado;2012-20
2554;0;Magíster en Historia;Maestría;2015-20
17;D;Mag?ster en Derecho Privado;Maestr?a;2017-20
2062;0;Politólogo;Pregrado;1996-10
288;0;Mag?ster en Ciencias Biol?gicas. Area: Biolog?a;Maestr?a;2018-10
441;0;Mag?ster en Estudios Interdisciplinarios Sobre Desarrollo;Maestr?a;2018-10
2441;0;Historiador;Pregrado;2005-20
449;0;Especialista en Gesti?n de Instituciones Educativas;Especializaci?n;2018-10
2172;0;Politólogo;Pregrado;1984-10
547;0;Biólogo;Pregrado;1988-10
2612;0;Doctor en Administración;Doctorado;2014-20
2779;0;Doctor en Genética;Doctorado;1998-20
905;D;Especialista en Finanzas;Especialización;1987-10
552;0;INTERMEDIO ARTES;Intermedio;1992-20
2934;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2011-10
2643;0;Músico con Enfasis en Producción de Audio;Pregrado;2007-20
1297;0;Antropólogo;Pregrado;1970-20
1982;0;Especialista en Derecho Financiero;Especialización;1986-20
1109;0;Especialista en Finanzas;Especialización;2003-20
686;0;Arquitecto;Pregrado;1965-10
3170;0;Maestro en Bellas Artes;Pregrado;1961-10
2171;0;Politólogo;Pregrado;1984-20
1085;0;Psicólogo;Pregrado;2011-10
2770;0;Físico;Pregrado;1995-10
2570;0;Doctor en Administración;Doctorado;2014-10
2042;0;Abogado;Pregrado;1974-10
98;0;Historiador;Pregrado;2017-10
2846;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2011-20
827;0;Microbiólogo;Pregrado;2001-20
615;0;Especialista en Medios de Comunicación;Especialización;1998-20
1106;0;Magíster en Administración;Maestría;1985-20
