id;beneficiarioQE;gradoEgresado;nivelGrado;semestreGrado
476;0;Especialista en Mercadeo;Especialización;2000-20
404;0;Mag?ster en Ingenier?a El?ctrica;Maestr?a;2018-10
1789;0;Especialista en Derecho Comercial;Especialización;1991-20
1758;0;Filósofo;Pregrado;1971-10
871;0;Biólogo;Pregrado;2010-10
2211;0;Especialista en Tributación;Especialización;1995-20
2240;0;Físico;Pregrado;2011-20
283;0;Antrop?logo;PROFESIONAL;2018-10
2574;0;Músico con Enfasis en Composición;Pregrado;2003-10
1764;0;Magíster en Dirección Universitaria;Maestría;1996-20
842;0;Especialista en Mercadeo;Especialización;2012-10
3077;0;Matemático;Pregrado;1984-20
2561;0;Músico con Enfasis en Instrumento - Piano;Pregrado;1995-10
137;0;Mag?ster en Matem?ticas;Maestr?a;2017-20
267;0;Doctor en Psicolog?a;Doctorado;2018-10
2718;0;Músico con Enfasis en Instrumento - Saxofón y Dirección Coral;Pregrado;2013-10
3189;0;Maestro en Arte. Concentración: Medios Electrónicos y Artes del Tiempo;Pregrado;2007-10
3073;0;Matemático;Pregrado;1996-20
1815;0;Licenciado en Filosofía y Letras;Pregrado;1979-20
633;0;Politólogo;Pregrado;2005-20
774;0;Biólogo;Pregrado;2009-10
1362;0;Filósofo;Pregrado;2012-10
2064;D;Magíster en Ciencia Política;Maestría;2007-10
1513;0;Filósofo;Pregrado;1983-20
554;0;Especialista en Finanzas;Especialización;1999-20
3057;0;Matemático;Pregrado;1996-10
142;0;Mag?ster en Matem?ticas;Maestr?a;2017-10
990;D;Microbiólogo;Pregrado;1982-20
739;0;Politólogo;Pregrado;2005-10
1445;0;Especialista en Banca;Especialización;2001-20
3175;0;Biólogo;Pregrado;2009-20
1555;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2004-20
677;0;Microbiólogo;Pregrado;2009-20
566;0;Especialista en Periodismo;Especialización;2004-20
1358;0;Filósofo;Pregrado;1983-10
1175;0;Especialista en Finanzas;Especialización;1999-10
2283;0;Magíster en Ciencias-Física;Maestría;2012-10
2052;0;Bacteriólogo;Pregrado;1983-20
3134;0;Magíster en Microbiología;Maestría;1984-20
885;0;Magíster en Gerencia Ambiental;Maestría;2012-20
769;0;Psicólogo;Pregrado;1990-10
2607;0;Magíster en Ciencia Política;Maestría;1997-20
2516;0;Magíster en Historia;Maestría;2014-20
1343;0;Microbiólogo;Pregrado;2010-10
2992;0;Magíster en Microbiología;Maestría;1996-10
544;0;Especialista en Mercados;Especialización;1994-20
343;0;Especialista en Finanzas;Especializaci?n;2018-10
403;0;Mag?ster en Ingenier?a Civil;Maestr?a;2018-10
854;0;Psicólogo;Pregrado;1989-20
2531;0;Magíster en Historia;Maestría;2014-10
2257;0;Magíster en Ciencias-Física;Maestría;2012-20
1528;0;Magíster en Psicología;Maestría;2012-20
2817;0;Profesional en Lenguas Modernas;Pregrado;1991-20
1799;0;Magíster en Gerencia Ambiental;Maestría;2012-10
48;1;Mag?ster en Ciencias Biol?gicas. Area: Microbiolog?a;Maestr?a;2017-20
1037;0;Microbiólogo;Pregrado;2010-20
1198;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2005-10
2645;0;Físico;Pregrado;1994-20
1242;0;Especialista en Mercados;Especialización;1994-10
2038;0;Bacteriólogo;Pregrado;1995-10
3005;0;Doctor en Matemáticas;Doctorado;2013-20
1944;0;Químico;Pregrado;2008-20
963;0;Especialista en Creación Multimedia;Especialización;2007-10
408;0;Mag?ster en Ingenier?a Civil;Maestr?a;2018-20
1484;0;Psicólogo;Pregrado;1989-10
351;0;Dise?ador Industrial;Pregrado;2018-10
1439;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2013-10
3230;0;Maestro en Artes Plásticas;Pregrado;2003-10
1835;0;Filósofo;Pregrado;1995-10
2733;0;Licenciado en Matemáticas;Pregrado;1979-20
1763;0;Psicólogo;Pregrado;1977-20
849;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2003-20
2018;D;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1964-10
10;0;Psic?logo;Pregrado;2017-10
2641;0;Músico con Enfasis en Instrumento - Piano;Pregrado;2005-20
2769;0;Bacteriólogo;Pregrado;1983-10
771;0;Maestro en Artes Plásticas;Pregrado;2003-20
644;0;Administrador de Empresas;Pregrado;1988-20
2033;0;Psicólogo;Pregrado;1977-10
984;0;Microbiólogo;Pregrado;1990-20
2045;0;Magíster en Derecho;Maestría;2012-20
1823;0;Filósofo;Pregrado;1995-20
2153;0;Magíster en Microbiología;Maestría;1996-20
2564;0;CICLO BAS.PROG.ESTUD.MUSICALES;Intermedio;1985-10
431;1;Mag?ster en Ingenier?a Qu?mica;Maestr?a;2018-10
129;0;Administrador de Empresas;PROFESIONAL;2017-20
2696;0;Músico con Enfasis en Instrumento - Laúd;Pregrado;2013-20
736;0;Especialista en Finanzas;Especialización;2004-20
1126;0;Microbiólogo;Pregrado;1990-10
847;D;Magíster en Antropología;Maestría;2009-10
416;0;Mag?ster en Inteligencia Anal?tica para la Toma de Decisiones;Maestr?a;2018-10
2436;D;Magíster en Mercadeo;Maestría;2011-10
1027;0;Especialista en Recursos Humanos;Especialización;1995-10
1479;0;Magíster en Biología Computacional;Maestría;2016-20
2751;0;Magíster en Biología;Maestría;1995-20
1590;0;Microbiólogo;Pregrado;1989-10
2652;0;Músico con Enfasis en Producción de Audio;Pregrado;2008-10
482;0;Magíster en Antropología;Maestría;2011-20
414;0;Mag?ster en Inteligencia Anal?tica para la Toma de Decisiones;Maestr?a;2018-20
685;0;Especialista en Finanzas;Especialización;2004-10
3206;0;Biólogo;Pregrado;1989-10
1629;0;Abogado;Pregrado;1973-20
1314;0;Especialista en Administración;Especialización;1998-10
2209;0;Magíster en Biología;Maestría;1995-10
1973;0;Magíster en Dirección Universitaria;Maestría;2006-10
2091;0;Magíster en Finanzas;Maestría;2012-10
2774;0;Especialista en Teoría y Experiencias en Resolución de Conflictos Armados;Especialización;2004-20
35;0;Fil?sofo;Pregrado;2017-20
15;0;Psic?logo;Pregrado;2017-20
523;0;Magíster en Antropología;Maestría;2011-10
861;0;Microbiólogo;Pregrado;1989-20
1919;0;Abogado;Pregrado;1985-10
2662;0;Magíster en Psicología;Maestría;2012-10
1791;0;Microbiólogo;Pregrado;1977-10
1762;0;Magíster en Dirección Universitaria;Maestría;2006-20
580;0;Maestro en Arte. Concentración: Proyectos Culturales;Pregrado;2016-20
1330;0;Maestro en Artes Plásticas;Pregrado;1993-10
519;0;Arquitecto;Pregrado;2011-20
40;0;Fil?sofo;Pregrado;2017-10
3048;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;1999-10
1054;0;Abogado;Pregrado;1985-20
3119;0;Magíster en Microbiología;Maestría;1984-10
978;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2015-20
3190;0;Biólogo;Pregrado;1977-20
1881;0;Especialista en Inteligencia de Mercados;Especialización;2013-10
3217;0;Maestro en Arte. Concentración: Historia y Teoría del Arte;Pregrado;2009-20
910;0;Antropólogo;Pregrado;2005-10
1215;0;Magíster en Administración;Maestría;1996-20
870;0;Arquitecto;Pregrado;2011-10
2893;0;Músico con Enfasis en Composición;Pregrado;1998-10
2310;0;Politólogo;Pregrado;1995-20
950;0;Antropólogo;Pregrado;2005-20
1557;0;Maestro en Bellas Artes;Pregrado;1972-20
610;D;Biólogo;Pregrado;2002-20
426;0;Mag?ster en Ingenier?a de Software;Maestr?a;2018-10
2124;0;Politólogo;Pregrado;1983-20
213;0;Mag?ster en Ingenier?a de Petr?leos;Maestr?a;2017-20
540;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2009-20
2899;0;Profesional en Lenguas Modernas;Pregrado;1982-20
2169;0;Politólogo;Pregrado;1995-10
9;0;Arquitecto;Pregrado;2017-20
260;0;Mag?ster en Pol?ticas P?blicas;Maestr?a;2017-20
1666;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2010-20
1308;0;Psicólogo;Pregrado;2000-10
3004;0;Profesional en Lenguas Modernas;Pregrado;1994-10
1092;0;Especialista en Legislación Financiera;Especialización;1997-20
2188;0;Arquitecto;Pregrado;1964-20
1457;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2009-10
3012;0;Profesional en Lenguas Modernas;Pregrado;2001-10
2463;0;Doctor en Ciencias - Física;Doctorado;2016-20
2234;0;Físico;Pregrado;1997-10
1292;0;Arquitecto;Pregrado;1964-10
27;0;Arquitecto;Pregrado;2017-10
1642;0;Psicólogo;Pregrado;2000-20
2981;0;Maestro en Textiles;Pregrado;2000-20
198;0;Ingeniero Industrial;Pregrado;2017-20
1402;1;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2016-20
1089;0;Magíster en Etnolingüística;Maestría;2001-10
2868;0;Profesional en Lenguas Modernas;Pregrado;2001-20
753;0;Psicólogo;Pregrado;2012-10
2585;0;Doctor en Ciencias - Física;Doctorado;2016-10
331;0;Historiador;Pregrado;2018-10
2802;0;CICLO BAS.PROG.ESTUD.MUSICALES;Intermedio;1988-10
2966;0;Magíster en Microbiología;Maestría;2001-10
2646;0;Músico;Pregrado;2006-20
2623;0;Politólogo;Pregrado;1971-20
353;0;Dise?ador;Pregrado;2018-10
717;0;Especialista en Medios de Comunicación;Especialización;1997-20
2993;0;Maestro en Textiles;Pregrado;2000-10
197;0;Ingeniero Industrial;Pregrado;2017-10
658;0;Politólogo;Pregrado;2012-20
341;0;M?sico con Enfasis en Instrumento - Fagot;Pregrado;2018-10
1046;0;Psicólogo;Pregrado;2012-20
483;0;Especialista en Tributación;Especialización;1989-10
350;0;Dise?ador;Pregrado;2018-20
2152;0;Especialista en Mercadeo;ESPECIALISTA;2003-10
1990;0;Politólogo;Pregrado;2012-10
2522;0;Magíster en Geografía;Maestría;2014-20
2235;0;Físico;Pregrado;2016-20
632;0;Biólogo;Pregrado;1974-20
2402;0;Bacteriólogo;Pregrado;2003-20
1217;D;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2007-20
1526;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2010-10
866;0;Especialista en Mercados;Especialización;1987-10
1855;0;Químico;Pregrado;2015-10
18;0;Mag?ster en Ciencia Pol?tica;Maestr?a;2017-20
3222;0;Biólogo;Pregrado;1986-10
2430;0;Magíster en Geografía;Maestría;2014-10
1463;0;Antropólogo;Pregrado;1995-20
2212;0;Delineante de Arquitectura;Pregrado;1972-20
2051;0;Especialista en Mercados;Especialización;1999-10
1992;0;Politólogo;Pregrado;2000-20
3162;0;Biólogo;Pregrado;1974-10
1534;0;Especialista en Finanzas;Especialización;2001-20
2566;0;Músico con Enfasis en Composición;Pregrado;2008-20
1086;0;Especialista en Tributación;Especialización;1990-10
273;0;Especialista en Negociaci?n;Especializaci?n;2018-10
2191;0;Abogado;Pregrado;1976-10
1509;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2009-20
618;0;Arquitecto;Pregrado;1978-10
1878;0;Químico;Pregrado;2015-20
822;0;Antropólogo;Pregrado;2014-20
77;0;Mag?ster en Ciencia Pol?tica;Maestr?a;2017-10
1072;0;Especialista en Mercadeo;Especialización;2006-10
1986;0;Politólogo;Pregrado;1971-10
1465;0;Especialista en Finanzas;Especialización;1994-20
660;0;Antropólogo;Pregrado;2002-10
712;0;Politólogo;Pregrado;2000-10
2252;0;Físico;Pregrado;1997-20
502;0;Especialista en Finanzas;Especialización;2001-10
76;0;Doctor en Derecho;Doctorado;2017-20
3098;0;Especialista en Tributación;Especialización;1990-20
659;0;Psicólogo;Pregrado;1995-10
1937;0;Magíster en Literatura;Maestría;2012-20
2149;0;Abogado;Pregrado;1976-20
1124;D;Magíster en Derecho Privado;Maestría;2013-20
1536;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2009-10
800;0;Maestro en Arte. Concentraciones: Artes Plásticas e Historia y Teoría del Arte;Pregrado;2013-20
720;0;Arquitecto;Pregrado;1978-20
2275;0;Físico;Pregrado;2004-20
919;0;Especialista en Mercadeo;Especialización;2006-20
637;0;Especialista en Finanzas;Especialización;1994-10
2693;0;Magíster en Derecho;Maestría;2005-20
857;0;Abogado;Pregrado;1988-10
620;0;Antropólogo;Pregrado;2002-20
1032;0;Psicólogo;Pregrado;1995-20
569;0;Magíster en Administración;Maestría;2006-10
2208;0;Delineante de Arquitectura;Pregrado;1960-20
882;0;Especialista en Legislación Financiera;Especialización;2002-20
258;0;Mag?ster en Pol?ticas P?blicas;Maestr?a;2017-10
1452;0;Especialista en Tributación;Especialización;2008-20
1550;0;Filósofo;Pregrado;2006-20
2903;0;Magíster en Derecho;Maestría;2005-10
1189;0;Administrador de Empresas;Pregrado;1995-20
2204;0;Magíster en Biología;Maestría;1980-10
979;0;Abogado;Pregrado;1988-20
930;0;Magíster en Administración;Maestría;1999-20
1495;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2008-20
1238;0;Microbiólogo;Pregrado;2015-20
3008;0;Especialista en Régimen Jurídico, Financiero y Contable de Impuestos;Especialización;2008-10
2589;0;Magíster en Biología;Maestría;1979-20
1844;0;Literato;Pregrado;2010-20
1287;0;Especialista en Periodismo;Especialización;2004-10
2455;0;Magíster en Historia;Maestría;2008-20
946;0;Administrador de Empresas;Pregrado;1995-10
146;0;Doctor en Derecho;Doctorado;2017-10
2006;0;Magíster en Psicología;Maestría;2006-20
1918;0;Magíster en Psicología Clínica y de la Salud;Maestría;2014-10
2587;0;Músico con Enfasis en Producción de Audio y Composición;Pregrado;2013-10
640;0;Microbiólogo;Pregrado;1996-20
1914;0;Literato;Pregrado;2010-10
1753;0;Especialista en Régimen Jurídico, Financiero y Contable de Impuestos;Especialización;1995-20
1865;0;Arquitecto;Pregrado;1991-10
1760;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2011-10
2404;0;Magíster en Historia;Maestría;2008-10
549;0;Psicólogo;Pregrado;1983-20
1920;0;Magíster en Psicología Clínica y de la Salud;Maestría;2014-20
291;0;Psic?logo;PROFESIONAL;2018-10
1482;0;Especialista en Legislación Financiera;Especialización;2014-20
904;0;Especialista en Mercados;Especialización;1999-20
2829;0;Bacteriólogo;Pregrado;1988-10
1698;0;Magíster en Dirección Universitaria;Maestría;1990-10
1677;0;Microbiólogo;Pregrado;1996-10
756;0;Administrador de Empresas;Pregrado;1983-10
1477;0;Especialista en Derecho Comercial;Especialización;1997-20
751;0;Arquitecto;Pregrado;1991-20
1909;0;Filósofo;Pregrado;1967-10
1572;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2007-10
2239;0;Magíster en Ciencia Política;Maestría;2005-10
3149;0;Matemático;Pregrado;1975-10
1587;0;Microbiólogo;Pregrado;1984-20
556;0;Especialista en Recursos Humanos;Especialización;1988-20
1103;0;Psicólogo;Pregrado;1983-10
2777;0;Músico con Enfasis en Instrumento - Piano;Pregrado;2000-10
2089;0;Bacteriólogo;Pregrado;1988-20
1775;0;Magíster en Dirección Universitaria;Maestría;1990-20
1626;0;Administrador de Empresas;Pregrado;1983-20
3129;0;Magíster en Ciencia Política;Maestría;2005-20
1502;D;Especialista en Legislación Financiera;Especialización;2003-20
2327;0;Filósofo;Pregrado;1967-20
1411;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2007-20
746;0;Especialista en Recursos Humanos;Especialización;1988-10
1522;0;Microbiólogo;Pregrado;1972-20
1559;0;Filósofo;Pregrado;1980-10
1055;0;Maestro en Artes Plásticas;Pregrado;1998-10
2683;0;Músico con Enfasis en Instrumento - Saxofón;Pregrado;2005-10
369;0;Especialista en Derecho de la Empresa;Especializaci?n;2018-20
3002;0;Matemático;Pregrado;1987-10
143;0;Mag?ster en Tributaci?n;Maestr?a;2017-20
2009;0;Doctor en Derecho;Pregrado;1979-20
1020;1;Especialista en Administración Financiera;Especialización;2016-10
2853;0;Magíster en Matemáticas;Maestría;2013-20
1569;0;Magíster en Estudios Organizacionales;Maestría;2015-20
1579;0;Maestro en Artes Plásticas;Pregrado;2000-10
2918;0;Matemático;Pregrado;1987-20
1588;0;Filósofo;Pregrado;1992-10
362;0;Mag?ster en Derecho Privado;Maestr?a;2018-20
893;0;Microbiólogo;Pregrado;1984-10
1717;0;Magíster en Dirección Universitaria;Maestría;1989-20
2136;0;Magíster en Microbiología;Maestría;2001-20
1837;0;Magíster en Ciencias-Química;Maestría;2013-10
3226;D;Profesional en Lenguas Modernas;Pregrado;1973-10
2538;0;Magíster en Psicología;Maestría;2006-10
693;0;Magíster en Periodismo;Maestría;2015-20
2961;0;Magíster en Matemáticas;Maestría;2001-20
1851;0;Literato;Pregrado;2009-20
629;0;Arquitecto;Pregrado;2005-20
2864;0;Músico con Enfasis en Producción de Audio y Composición;Pregrado;2013-20
1841;0;Literato;Pregrado;2009-10
349;0;Mag?ster en Dise?o;Maestr?a;2018-20
1096;0;Especialista en Creación Multimedia;Especialización;2004-10
2270;0;Magíster en Ciencias-Física;Maestría;2006-20
3020;0;Matemático;Pregrado;1999-20
1066;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2014-20
968;0;Maestro en Arte. Concentración: Medios Electrónicos y Artes del Tiempo;Pregrado;2004-10
2778;0;Músico con Enfasis en Instrumento - Flauta;Pregrado;1996-10
1867;0;Magíster en Ciencias-Química;Maestría;2013-20
2499;D;Físico;Pregrado;2004-10
2537;0;Músico con Enfasis en Instrumento - Saxofón;Pregrado;2005-20
2819;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;1982-10
371;0;Especialista en Derecho de la Empresa;Especializaci?n;2018-10
1665;0;Magíster en Periodismo;Maestría;2015-10
1036;0;Arquitecto;Pregrado;2005-10
1721;D;Filósofo;Pregrado;1998-20
2292;0;Magíster en Ciencias-Física;Maestría;2006-10
2882;0;Magíster en Matemáticas;Maestría;2013-10
3132;0;Matemático;Pregrado;1999-10
1446;0;Magíster en Gerencia Ambiental;Maestría;2015-10
193;0;Doctor en Ingenier?a;Doctorado;2017-10
2860;0;Músico con Enfasis en Instrumento - Flauta;Pregrado;1999-10
785;0;ESP.EN PSICOLOGIA CLINICA;Especialización;1987-10
908;0;Especialista en Teoría y Experiencias en Resolución de Conflictos Armados;Especialización;2009-10
2814;0;Especialista en Traducción;Especialización;1991-10
1276;0;Antropólogo;Pregrado;1980-10
1487;0;Magíster en Administración;Maestría;1991-20
1135;0;Psicólogo;Pregrado;1998-20
3034;0;Matemático;Pregrado;2001-20
515;0;Magíster en Administración;Maestría;2010-10
1248;0;Magíster en Administración;Maestría;2009-10
2986;0;Maestro en Textiles;Intermedio;1985-10
382;0;Magister en Investigaci?n en Administraci?n;Maestr?a;2018-10
2313;0;Bacteriólogo;Pregrado;1992-10
2014;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1971-20
1254;0;Abogado;Pregrado;1980-10
194;0;Doctor en Ingenier?a;Doctorado;2017-20
884;0;Administrador de Empresas;Pregrado;1992-20
2340;0;Diseñador;Pregrado;2015-20
2619;0;Músico con Enfasis en Instrumento - Flauta;Pregrado;1999-20
2729;0;Especialista en Teoría y Experiencias en Resolución de Conflictos Armados;Especialización;2009-20
2322;0;Magíster en Derecho Internacional;Maestría;2013-20
2636;0;Músico con Enfasis en Producción de Audio y Composición;Pregrado;2010-20
2087;0;Bacteriólogo;Pregrado;1992-20
3158;0;Especialista en Mercados;Especialización;1991-20
969;0;Magíster en Administración;Maestría;2009-20
2016;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1971-10
399;0;Ingeniero El?ctrico;Pregrado;2018-20
381;0;Mag?ster en Econom?a;Maestr?a;2018-10
995;0;Abogado;Pregrado;1980-20
352;0;Mag?ster en Dise?o;Maestr?a;2018-10
302;0;Literato;Pregrado;2018-10
1737;0;Antropólogo;Pregrado;1979-20
1318;0;Psicólogo;Pregrado;1986-20
1538;0;Microbiólogo;Pregrado;1993-20
818;0;Administrador de Empresas;Pregrado;1992-10
2343;0;Diseñador;Pregrado;2015-10
764;0;Maestro en Artes Plásticas;Pregrado;2000-20
1936;0;Abogado;Pregrado;1992-20
1591;0;Filósofo;Pregrado;1992-20
2200;0;Magíster en Microbiología;Maestría;1999-20
271;0;Mag?ster en Mercadeo;Maestr?a;2018-10
2975;0;Matemático;Pregrado;2013-20
684;0;Administrador de Empresas;Pregrado;1980-20
1606;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2013-20
249;0;Mag?ster en Educaci?n;Maestr?a;2017-10
2315;0;Magíster en Ciencia Política;Maestría;1982-20
397;0;Mag?ster en Econom?a;Maestr?a;2018-20
395;0;Ingeniero El?ctrico;Pregrado;2018-10
1646;0;Antropólogo;Pregrado;1992-10
1332;0;Psicólogo;Pregrado;1986-10
906;0;Magíster en Gerencia Ambiental;Maestría;2015-20
1455;0;Microbiólogo;Pregrado;1993-10
2102;0;Bacteriólogo;Pregrado;1980-20
682;0;Especialista en Creación Multimedia;Especialización;2016-10
730;0;Abogado;Pregrado;1992-10
2714;0;Magíster en Microbiología;Maestría;1999-10
1206;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2002-10
1108;0;Magíster en Administración;Maestría;2010-20
1396;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2013-10
2949;0;Matemático;Pregrado;2013-10
16;0;Especialista en Derecho Minero Energ?tico y Desarrollo Sostenible;Especializaci?n;2017-20
248;0;Mag?ster en Educaci?n;Maestr?a;2017-20
2796;0;Magíster en Ciencia Política;Maestría;1982-10
3069;0;Magíster en Matemáticas;Maestría;1999-10
1723;0;Especialista en Derecho Financiero;Especialización;1984-10
2474;0;Historiador;Pregrado;2003-20
1069;0;Arquitecto;Pregrado;2002-10
973;0;Especialista en Recursos Humanos;Especialización;1992-20
839;D;Especialista en Derecho Comercial;Especialización;2010-20
901;0;Microbiólogo;Pregrado;1981-10
2059;0;Literato;Pregrado;1999-10
1785;0;Magíster en Dirección Universitaria;Maestría;2003-10
653;0;Especialista en Banca;Especialización;1994-10
1211;0;Magíster en Antropología;Maestría;2014-10
3169;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2013-20
237;0;Especialista en Dise?o y Gesti?n Social de Tecnolog?a;Especializaci?n;2017-10
546;0;Microbiólogo;Pregrado;1981-20
789;0;Especialista en Administración;Especialización;1995-20
419;0;Ingeniero Mec?nico;Pregrado;2018-10
3023;0;Especialista en Derecho Urbano, Propiedad y Políticas del Suelo;Especialización;2012-10
2400;0;Historiador;Pregrado;2015-10
1900;0;Magíster en Dirección Universitaria;Maestría;2003-20
376;0;Maestro en Arte. Concentraci?n: Artes Pl?sticas;PROFESIONAL;2018-10
721;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2011-20
2921;0;Maestro en Textiles;Pregrado;1997-20
2575;0;Magíster en Ciencia Política;Maestría;1994-10
2628;0;Magíster en Derecho Internacional;Maestría;2013-10
1601;0;Doctor en Administración;Doctorado;2016-10
1830;D;Literato;Pregrado;2007-20
1950;0;Literato;Pregrado;2006-20
2542;0;Magíster en Microbiología;Maestría;1975-10
2183;0;Politólogo;Pregrado;1998-20
794;0;Arquitecto;Pregrado;2014-10
1371;1;Filósofo;Pregrado;2012-20
2613;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2011-10
1618;0;Especialista en Derecho Minero Energético y Desarrollo Sostenible;Especialización;2016-20
2081;0;Magíster en Biología;Maestría;1980-20
2928;0;Maestro en Textiles;Pregrado;1997-10
2399;0;Historiador;Pregrado;2003-10
648;0;Microbiólogo;Pregrado;2015-10
2328;0;Magíster en Ciencia Política;Maestría;1994-20
1833;0;Literato;Pregrado;2006-10
2799;0;Músico con Enfasis en Instrumento - Canto;Pregrado;2015-20
2726;0;Músico con Enfasis en Dirección Coral;Pregrado;2001-10
3133;0;Maestro en Textiles;PROFESIONAL;1975-10
1877;0;Literato;Pregrado;1999-20
2039;0;Politólogo;Pregrado;1998-10
863;0;Psicólogo;Pregrado;2008-10
2644;0;Diseñador Industrial;Pregrado;2009-10
347;1;Matem?tico;PROFESIONAL;2018-10
1955;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;1990-20
457;0;Administrador de Empresas;Pregrado;2014-10
2740;0;Arquitecto;Pregrado;1967-20
85;0;Doctor en Literatura;Doctorado;2017-10
2379;0;Politólogo;Pregrado;1986-10
814;0;Especialista en Derecho Comercial;Especialización;2016-20
3105;0;Magíster en Matemáticas;Maestría;2009-10
2836;0;LicenciadO en Lenguas Modernas;Pregrado;1993-10
335;0;M?sico;PROFESIONAL;2018-10
816;0;Administrador de Empresas;Pregrado;2002-20
761;0;Psicólogo;Pregrado;2008-20
2407;0;Diseñador Industrial;Pregrado;2009-20
1940;0;Especialista en Derecho Comercial;Especialización;2016-10
2895;0;Magíster en Matemáticas;Maestría;2009-20
1015;0;Administrador de Empresas;Pregrado;2014-20
2192;0;Arquitecto;Pregrado;1967-10
1984;0;Magíster en Literatura;Maestría;2012-10
898;0;Administrador de Empresas;Pregrado;2002-10
513;0;Magíster en Administración;Maestría;1987-20
1704;0;Microbiólogo;Pregrado;2003-20
2791;0;Músico con Enfasis en Guitarra;Pregrado;2007-10
2112;0;Magíster en Estudios Culturales;Maestría;2016-20
276;0;Bi?logo;PROFESIONAL;2018-10
1127;0;Biólogo;Pregrado;1998-10
1694;0;Especialista en Legislación Financiera;Especialización;1988-20
2655;0;Músico con Enfasis en Teoría;Pregrado;2002-20
3033;0;Profesional en Lenguas Modernas;Pregrado;2004-10
3107;0;LicenciadO en Lenguas Modernas;Pregrado;1968-20
284;0;Mag?ster en Biolog?a Computacional;Maestr?a;2018-10
2139;0;Especialista en Derecho de Familia;Especialización;1982-10
1511;0;Especialista en Derecho Comercial;Especialización;2004-20
2255;0;Magíster en Filosofía;Maestría;2008-20
667;0;Microbiólogo;Pregrado;2003-10
2391;0;Historiador;Pregrado;2015-20
1467;0;Especialista en Régimen Contractual;Especialización;1996-20
2464;0;Magíster en Administración;Maestría;1987-10
2785;0;Geocientífico;Pregrado;2015-10
1195;0;PERIODISTA;Pregrado;1957-20
2096;0;Magíster en Estudios Culturales;Maestría;2016-10
1165;0;Biólogo;Pregrado;1998-20
696;0;Magíster en Administración;Maestría;1975-20
303;0;Especialista en Inteligencia de Mercados;Especializaci?n;2018-10
2878;0;LicenciadO en Lenguas Modernas;Pregrado;1993-20
1923;0;Magíster en Filosofía;Maestría;2008-10
3042;0;LicenciadO en Lenguas Modernas;Pregrado;1968-10
2627;0;Politólogo;Pregrado;1974-20
1494;0;Magíster en Derecho Público para la Gestión Administrativa;Maestría;2014-10
2800;0;Geocientífico;Pregrado;2015-20
2780;0;Doctor en Historia;Doctorado;2015-20
2661;0;Bacteriólogo;Pregrado;2006-10
1740;0;Magíster en Dirección Universitaria;Maestría;1993-20
52;0;Especialista en Administraci?n Financiera;Especializaci?n;2017-20
2761;0;Músico con Enfasis en Composición;Pregrado;2000-20
2745;1;Músico con Enfasis en Instrumento - Piano;Pregrado;2012-20
845;0;Biólogo;Pregrado;2013-20
1994;0;Magíster en Ciencia Política;Maestría;2008-20
688;0;Doctor en Ciencias - Biología;Doctorado;2014-10
93;0;F?sico;Pregrado;2017-10
817;0;Especialista en Mercadeo;Especialización;2003-10
1821;1;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2015-10
875;0;Especialista en Administración Financiera;Especialización;2010-20
1857;0;Arquitecto;Pregrado;1975-10
2665;0;Magíster en Geografía;Maestría;2011-20
2003;0;Politólogo;Pregrado;2008-20
2592;0;Músico con Enfasis en Composición;Pregrado;2000-10
38;0;Especialista en Administraci?n Financiera;Especializaci?n;2017-10
2214;0;Administrador de Empresas;Pregrado;1980-10
3202;0;Biólogo;Pregrado;2013-10
1387;0;Arquitecto;Pregrado;1975-20
