id;edadEgresado;generoEgresado;celularPrincipalEgresado;emailEgresado;nivelVinculacionEgresado;indiceRelacionamiento;indiceRelacionamientoEstandarizado;idPerfilPractica;idPerfilPersonal;idPerfilGrado
28939;-1;M;1;1;Baja;0.0;0.0;-1;37575;-1
29503;47;M;1;1;Media;0.0;0.0;-1;38095;-1
41258;25;F;1;1;Baja;0.0;0.0;-1;48931;-1
24569;35;M;1;1;Baja;0.0;0.0;-1;33500;-1
3704;53;F;1;1;Media;0.0;0.0;-1;14348;-1
23616;54;M;1;1;Media;0.0;0.0;-1;32614;-1
4788;31;M;1;1;Alta;0.0;0.0;-1;15307;-1
12614;31;F;1;1;Alta;0.0;0.0;-1;22428;-1
32213;50;F;1;1;Baja;0.0;0.0;-1;40594;-1
2451;27;M;1;1;Baja;0.0;0.0;-1;13240;-1
7588;30;F;1;1;Baja;0.0;0.0;-1;17832;-1
116;38;F;0;1;Baja;0.0;0.0;-1;-1;-1
39212;30;F;1;1;Alta;0.0;0.0;-1;47079;-1
28966;37;F;1;1;Media;0.0;0.0;-1;37601;-1
34676;67;M;1;1;Alta;0.0;0.0;-1;42891;-1
5550;41;F;0;1;Media;0.0;0.0;-1;15981;-1
31875;65;F;0;0;Baja;0.0;0.0;-1;-1;-1
32529;33;M;1;1;Media;0.0;0.0;1844;40889;-1
7263;27;M;1;1;Media;0.0;0.0;-1;17537;-1
31520;54;F;0;1;Baja;0.0;0.0;1242;-1;-1
17239;33;M;1;1;Alta;0.0;0.0;-1;26709;-1
21865;44;M;0;1;Baja;0.0;0.0;-1;30978;-1
8986;45;F;1;1;Baja;0.0;0.0;-1;19107;-1
2347;26;M;1;1;Alta;0.2;0.4;-1;13150;-1
12358;37;M;1;1;Media;0.0;0.0;2345;-1;-1
14431;43;M;1;1;Alta;0.0;0.0;-1;24124;-1
37606;50;F;1;1;Baja;0.0;0.0;-1;45574;-1
22982;46;F;1;1;Baja;0.0;0.0;-1;32024;-1
32381;60;F;1;1;Media;0.0;0.0;-1;40745;-1
28043;34;F;1;1;Alta;0.0;0.0;1474;-1;-1
4629;33;F;1;1;Media;0.0;0.0;-1;15166;-1
8443;28;M;1;1;Media;0.0;0.0;-1;18614;-1
15714;32;M;1;1;Media;0.0;0.0;-1;25297;-1
28694;37;F;1;1;Baja;0.0;0.0;-1;37353;-1
31780;47;F;1;1;Baja;0.0;0.0;-1;40204;-1
38044;39;M;1;1;Alta;0.0;0.0;-1;45983;-1
1504;35;M;1;1;Alta;0.0;0.0;-1;12423;-1
22148;33;M;1;1;Media;0.0;0.0;-1;31246;-1
13701;43;M;1;1;Baja;0.0;0.0;-1;23439;-1
1653;31;F;1;1;Media;0.0;0.0;-1;12551;-1
11254;31;M;1;1;Alta;0.0;0.0;-1;21181;-1
25946;43;M;0;1;Media;0.0;0.0;-1;34774;-1
17786;30;F;1;1;Alta;0.0;0.0;-1;27209;-1
40401;31;M;1;1;Media;0.0;0.0;-1;48151;-1
31141;64;F;1;1;Media;0.3;0.6;-1;39613;-1
32292;46;M;1;1;Media;0.0;0.0;-1;40667;-1
7559;47;M;1;1;Alta;0.3;0.6;-1;17806;-1
23302;36;M;1;1;Media;0.0;0.0;-1;32324;-1
21967;46;F;1;1;Baja;0.0;0.0;-1;31074;-1
20298;71;F;1;1;Media;0.0;0.0;-1;29515;-1
30737;42;F;0;1;Media;0.0;0.0;-1;39232;-1
40230;27;F;1;1;Alta;0.0;0.0;-1;47998;-1
10768;27;M;1;1;Media;0.0;0.0;-1;20744;-1
32524;30;F;1;1;Baja;0.0;0.0;-1;40884;-1
32987;46;M;1;1;Baja;0.0;0.0;-1;41324;-1
34454;43;M;1;1;Media;0.0;0.0;-1;42687;-1
39235;27;F;1;1;Media;0.0;0.0;-1;47102;-1
32330;53;F;1;1;Media;0.0;0.0;-1;40700;-1
32925;40;M;1;1;Media;0.0;0.0;-1;41262;-1
11575;26;M;1;1;Alta;0.0;0.0;-1;21477;-1
12913;45;F;0;1;Baja;0.0;0.0;-1;22708;-1
18110;41;M;1;1;Media;0.0;0.0;-1;27509;-1
25289;38;M;1;1;Media;0.0;0.0;-1;34169;-1
4867;35;M;1;1;Baja;0.0;0.0;-1;15379;-1
13536;49;F;1;1;Alta;0.0;0.0;-1;23284;-1
14360;33;F;1;1;Baja;0.0;0.0;-1;24059;-1
27499;44;F;0;1;Baja;0.0;0.0;-1;36244;-1
5347;32;F;1;1;Baja;0.0;0.0;-1;15803;-1
40821;21;F;1;1;Media;0.0;0.0;-1;48535;-1
31828;57;M;0;1;Baja;0.0;0.0;2131;-1;-1
13166;26;F;1;1;Baja;0.0;0.0;-1;22945;-1
18389;39;M;1;1;Alta;0.0;0.0;-1;27765;-1
38487;40;F;1;1;Media;0.0;0.0;-1;46398;-1
19169;35;M;1;1;Alta;0.0;0.0;-1;28468;-1
755;70;M;1;1;Baja;0.0;0.0;-1;-1;-1
23256;50;F;1;1;Media;0.0;0.0;-1;32282;-1
10693;39;F;1;1;Baja;0.0;0.0;-1;20676;-1
39393;48;M;1;1;Alta;0.0;0.0;-1;47249;-1
13266;23;F;1;1;Media;0.0;0.0;-1;-1;5
13346;42;M;1;1;Alta;0.0;0.0;-1;23107;-1
145;30;F;1;1;Baja;0.0;0.0;-1;11310;-1
7449;47;M;1;1;Alta;0.0;0.0;-1;17706;-1
34504;48;M;1;1;Baja;0.0;0.0;-1;42732;-1
35127;55;M;0;1;Media;0.0;0.0;-1;43298;-1
20984;55;M;0;1;Baja;0.0;0.0;-1;30158;-1
29260;47;M;0;1;Media;0.0;0.0;-1;37869;-1
1130;41;M;1;1;Baja;0.0;0.0;-1;12111;-1
15197;31;F;1;1;Baja;0.0;0.0;-1;24829;-1
8439;40;F;1;1;Baja;0.0;0.0;-1;18610;-1
35239;46;M;1;1;Media;0.0;0.0;-1;43405;-1
32516;38;F;1;1;Baja;0.0;0.0;-1;40876;-1
37178;47;M;1;1;Alta;0.0;0.0;-1;45185;-1
15449;31;F;1;1;Baja;0.0;0.0;23;-1;-1
19472;53;F;1;1;Baja;0.0;0.0;-1;28746;-1
863;55;F;1;1;Alta;0.0;0.0;-1;-1;-1
3764;46;M;1;1;Baja;0.0;0.0;-1;14401;-1
39328;35;F;1;1;Media;0.0;0.0;-1;47188;-1
5282;30;F;1;1;Alta;0.0;0.0;-1;15742;-1
26648;44;F;1;1;Baja;0.0;0.0;-1;35436;-1
30779;60;F;0;1;Baja;0.0;0.0;-1;39272;-1
31786;32;M;1;1;Media;0.0;0.0;-1;40210;-1
1703;35;F;1;1;Media;0.0;0.0;-1;-1;-1
18954;43;M;0;1;Baja;0.0;0.0;-1;28273;-1
3417;35;M;1;1;Alta;0.0;0.0;-1;14087;-1
8922;37;F;1;1;Alta;0.2;0.4;-1;-1;-1
6826;43;F;1;1;Media;0.0;0.0;-1;17145;-1
33281;46;M;1;1;Media;0.0;0.0;-1;41596;-1
26636;55;M;1;1;Alta;0.0;0.0;2325;-1;-1
29782;71;M;1;1;Baja;0.0;0.0;-1;38350;-1
23642;46;M;1;1;Media;0.0;0.0;-1;32637;-1
22865;46;F;1;1;Baja;0.0;0.0;-1;31914;-1
36411;62;M;1;1;Media;0.0;0.0;-1;44492;-1
13697;-1;F;1;1;Media;0.0;0.0;-1;23435;-1
2973;37;F;1;1;Media;0.0;0.0;-1;13695;-1
23594;42;M;1;1;Alta;0.0;0.0;-1;32594;-1
7189;36;M;1;1;Alta;0.2;0.4;-1;17471;-1
19303;35;F;1;1;Baja;0.0;0.0;-1;28590;-1
5982;39;M;1;1;Baja;0.0;0.0;-1;16378;-1
7651;45;M;1;1;Alta;0.0;0.0;-1;17889;-1
37723;38;F;1;1;Media;0.0;0.0;-1;45684;-1
40267;31;M;1;1;Alta;0.0;0.0;-1;48028;-1
8206;45;M;1;1;Alta;0.0;0.0;-1;18396;-1
14577;36;M;1;1;Baja;0.0;0.0;-1;24260;-1
16353;40;F;1;1;Baja;0.0;0.0;-1;25891;-1
19978;28;M;1;1;Media;0.0;0.0;-1;29214;-1
7120;53;F;1;1;Baja;0.0;0.0;2113;17406;-1
26333;46;M;0;0;Baja;0.0;0.0;-1;35141;-1
25560;39;M;0;1;Baja;0.0;0.0;-1;34422;-1
34541;38;F;1;1;Media;0.0;0.0;-1;42767;-1
7469;35;F;1;1;Baja;0.0;0.0;-1;17724;-1
7572;28;F;1;1;Baja;0.0;0.0;-1;17819;-1
33741;39;F;1;1;Media;0.0;0.0;-1;42015;-1
2843;28;M;1;1;Alta;0.0;0.0;2277;-1;-1
20533;-1;M;0;0;Baja;0.0;0.0;-1;29739;-1
26182;38;M;1;1;Baja;0.0;0.0;-1;35000;-1
33914;34;F;1;1;Media;0.0;0.0;-1;42179;-1
6943;31;F;1;1;Media;0.0;0.0;-1;17252;-1
3040;-1;M;0;0;Baja;0.0;0.0;-1;13754;-1
15656;41;M;1;1;Alta;0.0;0.0;-1;25248;-1
21618;50;F;1;1;Baja;0.0;0.0;-1;30743;-1
24698;33;F;1;1;Baja;0.0;0.0;-1;33617;-1
32550;43;M;1;1;Baja;0.0;0.0;-1;40908;-1
40580;26;F;0;1;Alta;0.0;0.0;-1;-1;-1
159;36;M;1;1;Baja;0.0;0.0;-1;11323;-1
18685;40;M;1;1;Baja;0.0;0.0;-1;28032;-1
34416;31;M;1;1;Media;0.0;0.0;-1;42652;-1
24430;36;F;1;1;Baja;0.0;0.0;-1;33370;-1
39949;26;M;1;1;Alta;0.0;0.0;1618;-1;-1
30260;54;F;1;1;Media;0.0;0.0;-1;38789;-1
8061;27;F;1;1;Alta;0.3;0.6;-1;18262;-1
17005;28;M;1;1;Alta;0.0;0.0;-1;26490;-1
21356;43;F;1;1;Media;0.0;0.0;-1;30502;-1
8643;47;F;1;1;Media;0.0;0.0;-1;18795;-1
25350;28;M;1;1;Alta;0.0;0.0;2851;-1;-1
25810;38;M;1;1;Alta;0.0;0.0;-1;34644;-1
17653;46;F;1;1;Baja;0.0;0.0;-1;27082;-1
24094;68;F;1;1;Baja;0.0;0.0;-1;33059;-1
2454;48;M;1;1;Baja;0.0;0.0;-1;13243;-1
30967;30;F;1;1;Baja;0.0;0.0;-1;39450;-1
32223;49;M;0;0;Baja;0.0;0.0;-1;40604;-1
24529;34;F;1;1;Media;0.0;0.0;-1;33462;-1
34045;37;F;1;1;Alta;0.0;0.0;-1;42304;-1
27176;31;F;1;1;Media;0.0;0.0;-1;35936;-1
20102;35;M;1;1;Baja;0.0;0.0;-1;29327;-1
16570;54;M;1;1;Alta;0.0;0.0;-1;26090;-1
24053;37;M;1;1;Media;0.0;0.0;-1;33019;-1
4824;23;M;0;1;Baja;0.0;0.0;-1;-1;-1
6606;31;M;1;1;Media;0.0;0.0;-1;16947;-1
2092;26;F;1;1;Media;0.0;0.0;-1;12927;-1
25269;41;M;1;1;Baja;0.0;0.0;-1;34149;-1
38912;29;M;1;1;Alta;0.0;0.0;-1;46796;-1
24530;29;M;1;1;Alta;0.0;0.0;-1;33463;-1
27006;46;M;1;1;Baja;0.0;0.0;-1;35776;-1
10365;-1;F;0;0;Baja;0.0;0.0;-1;20372;-1
23313;37;F;1;1;Media;0.0;0.0;-1;32334;-1
36727;46;F;0;1;Baja;0.0;0.0;-1;44789;-1
16393;37;M;1;1;Media;0.0;0.0;-1;25926;-1
39360;39;M;1;1;Alta;0.5;1.0;-1;-1;-1
2019;56;F;1;1;Media;0.0;0.0;-1;12868;-1
29485;43;F;1;1;Media;0.0;0.0;776;-1;-1
33554;-1;M;0;1;Baja;0.0;0.0;-1;41840;-1
2875;32;F;1;1;Baja;0.0;0.0;-1;13610;-1
7303;38;F;1;1;Media;0.0;0.0;-1;17571;-1
30944;33;F;1;1;Baja;0.0;0.0;-1;39427;-1
24500;33;F;1;1;Alta;0.0;0.0;-1;33434;-1
24116;29;M;1;1;Media;0.0;0.0;-1;33079;-1
40034;31;M;1;1;Alta;0.0;0.0;-1;47832;-1
9886;42;M;1;1;Media;0.0;0.0;-1;19929;-1
33950;33;M;1;1;Alta;0.0;0.0;-1;42214;-1
1661;52;M;0;0;Baja;0.0;0.0;-1;12557;-1
34871;45;F;1;1;Alta;0.0;0.0;-1;43061;-1
3420;70;M;1;1;Baja;0.0;0.0;-1;14090;-1
41249;37;F;1;1;Baja;0.0;0.0;-1;48923;-1
33644;40;F;1;1;Media;0.0;0.0;-1;41923;-1
846;23;F;1;1;Media;0.0;0.0;-1;11886;-1
32375;35;F;1;1;Baja;0.0;0.0;-1;40740;-1
32496;30;F;0;1;Baja;0.0;0.0;-1;40857;-1
7979;24;M;1;1;Alta;0.0;0.0;-1;18188;-1
38851;37;F;0;1;Baja;0.0;0.0;965;46738;-1
1799;40;M;1;1;Baja;0.0;0.0;-1;-1;-1
23855;38;F;1;1;Baja;0.0;0.0;-1;32834;-1
34970;42;M;1;1;Media;0.0;0.0;-1;43153;-1
30175;70;F;0;1;Baja;0.0;0.0;-1;38708;-1
7952;29;F;1;1;Baja;0.0;0.0;-1;18165;-1
27383;32;M;1;1;Alta;0.0;0.0;-1;36133;-1
35748;56;F;0;1;Baja;0.0;0.0;-1;43878;-1
36973;69;F;1;1;Media;0.0;0.0;-1;45005;-1
31545;29;F;1;1;Baja;0.3;0.6;-1;-1;-1
11316;26;F;1;1;Alta;0.0;0.0;804;-1;-1
11667;31;M;1;1;Media;0.0;0.0;-1;21565;-1
171;28;F;1;1;Baja;0.0;0.0;-1;11334;-1
41325;27;F;1;1;Media;0.0;0.0;-1;48992;-1
25587;27;F;1;1;Alta;0.0;0.0;-1;34448;-1
5935;51;M;1;1;Baja;0.0;0.0;-1;16334;-1
18714;26;F;1;1;Baja;0.0;0.0;-1;28059;-1
9428;56;M;1;1;Media;0.0;0.0;-1;19508;-1
1426;25;F;1;1;Alta;0.0;0.0;-1;-1;-1
11705;50;M;1;1;Baja;0.0;0.0;-1;21599;-1
13077;69;M;1;1;Media;0.0;0.0;1629;22862;-1
4741;30;M;1;1;Alta;0.0;0.0;-1;15267;-1
12310;51;M;1;1;Baja;0.0;0.0;-1;22146;-1
31600;37;M;0;1;Alta;0.0;0.0;-1;40040;-1
1478;58;F;1;1;Baja;0.0;0.0;-1;12400;-1
36295;33;M;1;1;Alta;0.0;0.0;-1;44386;-1
38408;40;F;1;1;Baja;0.0;0.0;-1;46326;-1
6373;52;M;1;1;Alta;0.0;0.0;-1;16734;-1
10985;54;M;0;1;Baja;0.0;0.0;-1;20940;-1
22951;39;F;1;1;Media;0.0;0.0;-1;31995;-1
32472;44;F;1;1;Alta;0.0;0.0;-1;40833;-1
14873;33;M;0;1;Baja;0.0;0.0;-1;24530;-1
34496;-1;M;0;0;Baja;0.0;0.0;-1;42724;-1
28270;47;M;1;1;Baja;0.0;0.0;-1;36962;-1
9234;55;M;0;1;Baja;0.0;0.0;-1;19331;-1
21963;26;F;0;1;Baja;0.0;0.0;-1;31071;-1
33553;-1;M;0;1;Baja;0.0;0.0;-1;41839;-1
11902;33;M;1;1;Alta;0.0;0.0;-1;21778;-1
6800;36;M;1;1;Baja;0.0;0.0;-1;17121;-1
3470;32;M;1;1;Baja;0.0;0.0;-1;14134;-1
25134;43;M;1;1;Alta;0.0;0.0;-1;34024;-1
13478;40;F;1;1;Baja;0.0;0.0;-1;23227;-1
11046;48;M;1;1;Alta;0.0;0.0;-1;20992;-1
16978;28;M;1;1;Alta;0.0;0.0;-1;26465;-1
27258;29;F;1;1;Alta;0.0;0.0;-1;36016;-1
15772;37;F;0;1;Alta;0.0;0.0;-1;25352;-1
14974;31;F;1;1;Alta;0.0;0.0;-1;24622;-1
33098;30;M;1;1;Alta;0.0;0.0;-1;41426;-1
449;27;F;1;1;Media;0.0;0.0;-1;11573;-1
16421;31;M;1;1;Alta;0.0;0.0;-1;25952;-1
37045;46;F;0;1;Baja;0.0;0.0;-1;45068;-1
38481;61;M;1;1;Alta;0.0;0.0;-1;46393;-1
23461;-1;F;1;1;Baja;0.0;0.0;-1;32472;-1
5803;62;M;0;1;Baja;0.0;0.0;-1;16212;-1
37684;48;M;0;1;Baja;0.0;0.0;-1;45646;-1
31074;39;M;1;1;Media;0.0;0.0;-1;39551;-1
40158;-1;F;0;0;Baja;0.0;0.0;2201;-1;-1
31388;37;M;1;1;Media;0.0;0.0;-1;39841;-1
4237;23;M;0;1;Baja;0.0;0.0;-1;-1;11
17838;43;M;1;1;Media;0.0;0.0;-1;27256;-1
19015;35;M;1;1;Baja;0.0;0.0;-1;28328;-1
34624;36;M;1;1;Alta;0.0;0.0;-1;42843;-1
24883;30;F;1;1;Media;0.0;0.0;-1;33787;-1
2654;56;F;0;0;Baja;0.0;0.0;-1;-1;-1
13347;-1;M;1;1;Baja;0.0;0.0;-1;23108;-1
38840;40;M;1;1;Baja;0.0;0.0;-1;46728;-1
14126;34;F;1;1;Media;0.0;0.0;-1;23839;-1
5259;29;F;0;1;Baja;0.0;0.0;-1;-1;-1
11584;32;M;1;1;Alta;0.0;0.0;-1;21486;-1
6675;39;M;1;1;Baja;0.0;0.0;-1;17005;-1
5772;26;M;1;1;Alta;0.0;0.0;279;-1;-1
15072;36;F;1;1;Baja;0.0;0.0;-1;24710;-1
34982;42;M;1;1;Media;0.0;0.0;-1;43165;-1
37226;33;F;1;1;Baja;0.0;0.0;-1;45227;-1
11377;27;F;1;1;Media;0.0;0.0;-1;21290;-1
11978;29;F;1;1;Alta;0.0;0.0;-1;21847;-1
1555;30;M;0;1;Alta;0.0;0.0;-1;12466;-1
32222;34;F;1;1;Baja;0.0;0.0;-1;40603;-1
29715;45;F;1;1;Baja;0.0;0.0;-1;38290;-1
2627;36;M;1;1;Media;0.0;0.0;-1;13397;-1
8469;53;F;1;1;Alta;0.0;0.0;-1;18638;-1
24519;36;F;1;1;Baja;0.0;0.0;-1;33452;-1
29248;61;M;1;1;Baja;0.0;0.0;-1;37858;-1
35430;63;F;1;1;Media;0.0;0.0;-1;43585;-1
36770;57;M;1;1;Baja;0.0;0.0;-1;44830;-1
25093;34;M;1;1;Media;0.0;0.0;-1;33987;-1
16312;46;M;0;1;Baja;0.0;0.0;-1;25853;-1
19685;34;F;0;1;Baja;0.0;0.0;-1;28942;-1
31681;58;M;1;1;Media;0.0;0.0;-1;40114;-1
35313;44;M;0;1;Baja;0.0;0.0;-1;43470;-1
17414;54;M;0;1;Baja;0.0;0.0;-1;26873;-1
24835;31;M;1;1;Media;0.0;0.0;-1;33742;-1
38756;30;M;1;1;Baja;0.0;0.0;-1;46651;-1
6743;47;F;0;1;Baja;0.0;0.0;-1;17066;-1
28341;34;F;1;1;Media;0.0;0.0;-1;37030;-1
31088;47;M;1;1;Media;0.0;0.0;-1;39564;-1
7155;34;F;1;1;Alta;0.0;0.0;-1;17441;-1
39880;26;F;1;1;Alta;0.0;0.0;-1;47693;-1
29021;39;F;1;1;Alta;0.2;0.4;-1;37650;-1
33917;61;F;1;1;Alta;0.0;0.0;-1;42182;-1
35946;53;M;1;1;Alta;0.0;0.0;-1;44059;-1
14315;25;M;1;1;Alta;0.0;0.0;-1;24016;-1
8802;61;M;0;0;Media;0.0;0.0;-1;18936;-1
29355;58;F;1;1;Alta;0.0;0.0;1658;-1;-1
20648;27;F;1;1;Baja;0.0;0.0;-1;29845;-1
23815;38;F;1;1;Media;0.0;0.0;-1;32796;-1
32885;41;F;1;1;Baja;0.0;0.0;-1;41222;-1
5607;28;F;1;1;Alta;0.0;0.0;-1;16033;-1
5561;33;M;1;1;Alta;0.0;0.0;-1;15991;-1
12594;30;M;0;1;Media;0.0;0.0;-1;22411;-1
4725;25;M;1;1;Baja;0.0;0.0;-1;15253;-1
4671;59;M;1;1;Alta;0.0;0.0;-1;15203;-1
14731;55;M;1;1;Media;0.0;0.0;-1;24399;-1
21340;25;M;1;1;Alta;0.0;0.0;-1;30488;-1
33267;38;M;1;1;Media;0.0;0.0;-1;41583;-1
11070;41;F;1;1;Media;0.0;0.0;-1;21014;-1
15326;57;M;1;1;Baja;0.0;0.0;-1;24950;-1
32761;40;F;1;1;Baja;0.0;0.0;-1;41106;-1
9873;28;M;1;1;Alta;0.0;0.0;-1;19916;-1
12182;36;F;1;1;Media;0.0;0.0;-1;22032;-1
27708;33;M;1;1;Alta;0.0;0.0;-1;36438;-1
17623;24;M;1;1;Baja;0.0;0.0;-1;27053;-1
19033;26;F;1;1;Baja;0.0;0.0;-1;28346;-1
37882;43;M;1;1;Baja;0.0;0.0;-1;45826;-1
14169;42;M;1;1;Baja;0.0;0.0;-1;23879;-1
26126;49;M;1;1;Alta;0.0;0.0;-1;34945;-1
23973;29;M;1;1;Baja;0.0;0.0;-1;32946;-1
483;46;M;1;1;Alta;0.0;0.0;-1;11600;-1
29027;52;F;1;1;Media;0.0;0.0;-1;37656;-1
19860;61;F;0;1;Baja;0.0;0.0;-1;29101;-1
9326;35;M;1;1;Alta;0.0;0.0;-1;19415;-1
13570;39;F;1;1;Alta;0.0;0.0;1208;-1;-1
35356;51;F;1;1;Alta;0.0;0.0;-1;43512;-1
3621;31;M;1;1;Media;0.0;0.0;-1;14272;-1
18071;40;M;1;1;Alta;0.0;0.0;-1;27472;-1
6368;41;M;1;1;Media;0.0;0.0;-1;16729;-1
25779;56;F;0;1;Alta;0.0;0.0;-1;-1;-1
12941;40;M;1;1;Alta;0.0;0.0;-1;22734;-1
2024;29;F;1;1;Media;0.0;0.0;-1;12872;-1
14236;-1;M;0;0;Baja;0.0;0.0;-1;23942;-1
35091;44;M;0;1;Baja;0.0;0.0;-1;43264;-1
5200;27;F;1;1;Baja;0.0;0.0;-1;15669;-1
9497;27;F;1;1;Alta;0.0;0.0;-1;19573;-1
36376;34;M;0;1;Media;0.0;0.0;2609;44458;-1
3615;29;F;1;1;Alta;0.0;0.0;-1;14266;-1
29527;37;F;1;1;Media;0.0;0.0;-1;38119;-1
29492;-1;M;1;1;Media;0.0;0.0;-1;38084;-1
30173;-1;M;0;1;Baja;0.0;0.0;-1;38706;-1
13088;35;F;1;1;Baja;0.0;0.0;-1;22873;-1
2777;28;M;1;1;Media;0.0;0.0;-1;13528;-1
15583;24;M;1;1;Alta;0.0;0.0;-1;25181;13
39094;36;M;1;1;Alta;0.0;0.0;-1;46967;-1
14131;35;F;1;1;Media;0.0;0.0;-1;23844;-1
567;-1;M;1;1;Baja;0.0;0.0;-1;-1;-1
28892;26;M;1;1;Alta;0.0;0.0;-1;37533;-1
37636;32;F;1;1;Alta;0.0;0.0;-1;45604;-1
38919;28;M;1;1;Alta;0.0;0.0;-1;46803;-1
32290;45;M;1;1;Baja;0.0;0.0;-1;40666;-1
19085;24;M;1;1;Baja;0.0;0.0;100;-1;-1
32635;47;F;1;1;Media;0.0;0.0;-1;40988;-1
19874;27;F;1;1;Media;0.0;0.0;-1;29113;-1
4830;26;M;1;1;Baja;0.0;0.0;-1;15344;-1
7627;43;M;1;1;Baja;0.0;0.0;-1;17868;-1
14310;36;M;1;1;Alta;0.2;0.4;253;24011;-1
4198;37;M;1;1;Alta;0.0;0.0;-1;14796;-1
19576;62;M;1;1;Media;0.0;0.0;-1;28841;-1
22897;45;M;0;1;Alta;0.0;0.0;-1;31944;-1
30283;52;M;1;1;Media;0.0;0.0;-1;38812;-1
11825;29;F;1;1;Baja;0.0;0.0;-1;21707;-1
26099;51;M;1;1;Alta;0.0;0.0;-1;34921;-1
19660;79;M;1;0;Baja;0.0;0.0;-1;28917;-1
24502;33;F;1;1;Baja;0.0;0.0;-1;33436;-1
3638;36;M;0;1;Baja;0.0;0.0;-1;14286;-1
35183;47;F;1;1;Baja;0.0;0.0;-1;43351;-1
4098;32;M;1;1;Alta;0.0;0.0;-1;14707;-1
38932;46;F;1;1;Media;0.0;0.0;-1;46816;-1
40695;24;F;1;1;Baja;0.0;0.0;-1;48421;-1
10757;55;M;1;1;Media;0.0;0.0;-1;20733;-1
36551;53;F;1;1;Baja;0.0;0.0;-1;44623;-1
34857;39;M;1;1;Baja;0.0;0.0;-1;43047;-1
6694;59;M;1;1;Media;0.0;0.0;-1;17022;-1
13235;-1;F;0;0;Baja;0.0;0.0;3170;-1;-1
12812;-1;M;0;0;Baja;0.0;0.0;-1;22615;-1
19338;39;M;0;1;Baja;0.0;0.0;-1;28622;-1
7077;-1;M;0;1;Baja;0.0;0.0;-1;17367;-1
10903;33;M;1;1;Media;0.0;0.0;-1;20866;-1
40248;37;M;1;1;Alta;0.0;0.0;-1;48012;-1
26029;48;F;1;1;Baja;0.0;0.0;-1;34855;-1
5879;44;F;1;1;Baja;0.0;0.0;-1;16282;-1
26471;37;M;1;1;Alta;0.0;0.0;-1;35268;-1
9342;28;M;0;1;Alta;0.3;0.6;-1;-1;-1
22309;49;M;1;1;Baja;0.0;0.0;-1;31393;-1
17408;37;M;1;1;Baja;0.0;0.0;-1;26867;-1
26967;39;M;1;1;Baja;0.0;0.0;-1;35738;-1
28355;35;M;1;1;Alta;0.0;0.0;-1;37043;-1
26441;28;F;1;1;Alta;0.0;0.0;-1;35240;-1
33686;48;M;0;1;Media;0.0;0.0;-1;41964;-1
12427;36;M;1;1;Alta;0.0;0.0;-1;22255;-1
6561;45;F;0;1;Baja;0.0;0.0;-1;16908;-1
19663;47;M;1;1;Baja;0.0;0.0;-1;28920;-1
35489;41;M;1;1;Media;0.0;0.0;-1;43641;-1
7919;53;M;0;1;Baja;0.0;0.0;2525;-1;-1
38809;27;M;1;1;Alta;0.0;0.0;-1;46700;-1
9981;34;M;1;1;Alta;0.0;0.0;-1;20014;-1
12071;26;M;1;1;Media;0.0;0.0;-1;21930;-1
1848;30;M;1;1;Baja;0.0;0.0;-1;12711;-1
9057;29;M;1;1;Baja;0.0;0.0;192;19172;-1
23532;74;M;0;1;Baja;0.0;0.0;-1;32538;-1
32404;30;F;1;1;Media;0.0;0.0;-1;40766;-1
36514;35;M;1;1;Alta;0.0;0.0;-1;44587;-1
7230;38;M;1;1;Media;0.0;0.0;-1;17507;-1
13392;27;M;1;1;Alta;0.0;0.0;3019;-1;-1
8418;-1;M;0;0;Baja;0.0;0.0;-1;18589;-1
33369;46;F;0;1;Baja;0.0;0.0;-1;41679;-1
34299;-1;M;1;0;Baja;0.0;0.0;-1;42546;-1
34408;62;F;0;1;Baja;0.0;0.0;-1;42646;-1
20802;40;F;1;1;Media;0.0;0.0;-1;29989;-1
30253;42;M;1;1;Baja;0.0;0.0;-1;38783;-1
11069;27;M;1;1;Alta;0.0;0.0;-1;21013;-1
36314;38;M;1;1;Media;0.0;0.0;-1;44403;-1
40432;34;M;1;1;Media;0.0;0.0;-1;48181;-1
9037;37;M;1;1;Media;0.0;0.0;-1;19155;-1
4612;27;F;1;1;Baja;0.0;0.0;-1;15153;-1
18818;47;M;1;1;Media;0.0;0.0;-1;28149;-1
12483;-1;M;1;1;Alta;0.0;0.0;-1;22308;-1
38795;-1;M;1;1;Alta;0.3;0.6;-1;46690;-1
1831;28;M;1;1;Media;0.0;0.0;-1;12696;-1
16178;28;F;1;1;Media;0.0;0.0;-1;25731;-1
36050;67;M;1;1;Alta;0.0;0.0;-1;44158;-1
37489;32;M;1;1;Baja;0.0;0.0;-1;45467;-1
35724;65;F;1;1;Media;0.0;0.0;2707;-1;-1
12805;39;M;1;1;Baja;0.0;0.0;-1;22608;-1
29;43;F;1;1;Media;0.0;0.0;-1;11213;-1
29783;59;F;1;1;Alta;0.3;0.6;-1;38351;-1
7169;41;M;1;1;Baja;0.0;0.0;-1;17451;-1
26385;45;F;0;1;Baja;0.0;0.0;-1;35190;-1
30598;52;M;1;1;Media;0.0;0.0;-1;39102;-1
2273;34;M;1;1;Media;0.0;0.0;-1;13085;-1
3923;52;M;1;1;Alta;0.2;0.4;-1;-1;-1
28705;61;M;1;1;Alta;0.0;0.0;-1;37364;-1
